Model,Mean Value (Key 6),Rank (Key 6)
chemberta2_esm1b_KCAT,0.8336687264691985,1.0
ecfp_esm1b_KCAT,0.8329541739925089,2.0
molebert_esm1b_KCAT,0.8296122226633109,3.0
molebert_prott5_KCAT,0.8221366288540795,4.0
molebert_esm2_KCAT,0.8206361325068616,5.0
ecfp_prott5_KCAT,0.8180616103351348,6.0
ecfp_esm2_KCAT,0.8178148124746049,7.0
molgen_esm1b_KCAT,0.8162847430389226,8.0
chemberta2_esm2_KCAT,0.8144091899161123,9.0
unimolv1_esm1b_KCAT,0.8085477755169814,10.0
molgen_esm2_KCAT,0.8068562464552518,11.0
smitrans_esm1b_KCAT,0.8053445621274047,12.0
smitrans_esm2_KCAT,0.8049604975378853,13.0
ecfp_esmc_KCAT,0.804866568173478,14.0
chemberta2_prott5_KCAT,0.8017039443672725,15.0
rdkitfp_prott5_KCAT,0.8008339824610747,16.0
rdkitfp_esm1b_KCAT,0.7990592172306131,17.0
molgen_esmc_KCAT,0.7970592488894641,18.0
molebert_esmc_KCAT,0.7939192675014056,19.0
rdkitfp_esm2_KCAT,0.7930541118227339,20.0
unimolv1_esm2_KCAT,0.7892056431158765,21.0
smitrans_prott5_KCAT,0.7863882022206756,22.0
smitrans_esmc_KCAT,0.7861361014324785,23.0
chemberta2_esmc_KCAT,0.7853804169765551,24.0
molgen_prott5_KCAT,0.7846379728031563,25.0
unimolv1_prott5_KCAT,0.7812531875443457,26.0
molebert_prollama_KCAT,0.7763557634269228,27.0
chemberta2_prollama_KCAT,0.7732896472019191,28.0
molgen_prollama_KCAT,0.7732345300723862,29.0
rdkitfp_esmc_KCAT,0.7695353569462607,30.0
unimolv1_prollama_KCAT,0.7662448437904008,31.0
ecfp_prollama_KCAT,0.7644194436604909,32.0
unimolv1_esmc_KCAT,0.7633847287381661,33.0
unimolv2_esm1b_KCAT,0.7608011598885526,34.0
unimolv2_esm2_KCAT,0.7591371369813106,35.0
maccskeys_esm2_KCAT,0.7583458705855193,36.0
unimolv2_esmc_KCAT,0.7515149864636869,37.0
unimolv2_prott5_KCAT,0.7507097522572964,38.0
rdkitfp_prollama_KCAT,0.7503254607037156,39.0
maccskeys_esm1b_KCAT,0.7501979341381058,40.0
maccskeys_prott5_KCAT,0.7469317874103005,41.0
smitrans_prollama_KCAT,0.7451132470976767,42.0
maccskeys_esmc_KCAT,0.7331190930821448,43.0
unimolv2_prollama_KCAT,0.723583590027406,44.0
maccskeys_prollama_KCAT,0.690226017790101,45.0
