Model,Mean Value (Key 4),Rank (Key 4)
maccskeys_prott5_KCAT,0.8189017879719547,1.0
ecfp_esm2_KCAT,0.8182254087805584,2.0
maccskeys_esm2_KCAT,0.8168097755048258,3.0
ecfp_esm1b_KCAT,0.8153517561696226,4.0
ecfp_prott5_KCAT,0.8110251606859388,5.0
unimolv1_esm2_KCAT,0.8080859555619296,6.0
unimolv2_prott5_KCAT,0.8072672141371354,7.0
maccskeys_esmc_KCAT,0.8069796279586272,8.0
maccskeys_esm1b_KCAT,0.806521677128535,9.0
ecfp_esmc_KCAT,0.8054964841761232,10.0
unimolv2_esm2_KCAT,0.8047269356038853,11.0
unimolv1_prott5_KCAT,0.8039206667377803,12.0
chemberta2_prott5_KCAT,0.803489790042913,13.0
smitrans_prott5_KCAT,0.8034205375810697,14.0
chemberta2_esm1b_KCAT,0.800668731703628,15.0
unimolv1_esmc_KCAT,0.8004517231438115,16.0
smitrans_esm2_KCAT,0.7995427078832227,17.0
molebert_esm2_KCAT,0.7977317091241802,18.0
unimolv2_esmc_KCAT,0.7971435506320275,19.0
unimolv1_esm1b_KCAT,0.7958304726776295,20.0
rdkitfp_prott5_KCAT,0.7950246913521124,21.0
molebert_prott5_KCAT,0.7939965551997916,22.0
smitrans_esm1b_KCAT,0.7935278525423637,23.0
molgen_esmc_KCAT,0.7927586613505839,24.0
rdkitfp_esmc_KCAT,0.7923887321284077,25.0
smitrans_esmc_KCAT,0.7919810003787726,26.0
molebert_esm1b_KCAT,0.7913374850893518,27.0
molgen_prott5_KCAT,0.790919641897545,28.0
rdkitfp_esm2_KCAT,0.7903118563484934,29.0
unimolv2_esm1b_KCAT,0.7882181412192766,30.0
molgen_esm2_KCAT,0.7874783519268542,31.0
molebert_esmc_KCAT,0.787160142142339,32.0
chemberta2_esm2_KCAT,0.7870373164814027,33.0
maccskeys_prollama_KCAT,0.7868613681055537,34.0
rdkitfp_esm1b_KCAT,0.7863969490818162,35.0
ecfp_prollama_KCAT,0.7856193856438253,36.0
chemberta2_esmc_KCAT,0.7829422730892026,37.0
molgen_esm1b_KCAT,0.778411732707607,38.0
unimolv2_prollama_KCAT,0.7732079941018876,39.0
rdkitfp_prollama_KCAT,0.7695858089132093,40.0
unimolv1_prollama_KCAT,0.7689509902720542,41.0
molebert_prollama_KCAT,0.7687234785328516,42.0
chemberta2_prollama_KCAT,0.7577932310800579,43.0
smitrans_prollama_KCAT,0.7498193544713382,44.0
molgen_prollama_KCAT,0.7426152970045489,45.0
