Model,Mean Value (Key 3),Rank (Key 3)
ecfp_esm2_KM,0.8631874735365367,1.0
unimolv2_esm2_KM,0.8628654551978707,2.0
molebert_esm1b_KM,0.8614659314971351,3.0
molgen_esm2_KM,0.8610856449175935,4.0
smitrans_esm2_KM,0.8593786913879313,5.0
chemberta2_esmc_KM,0.8593140881630388,6.0
molgen_esm1b_KM,0.8589090507601131,7.0
ecfp_esm1b_KM,0.8580244675372335,8.0
molgen_esmc_KM,0.857791897007487,9.0
chemberta2_esm1b_KM,0.8573222313320399,10.0
molebert_prollama_KM,0.8571775398217921,11.0
molebert_esm2_KM,0.8570448332971278,12.0
smitrans_esmc_KM,0.8566497931015684,13.0
unimolv2_esm1b_KM,0.8564300924116395,14.0
unimolv1_esm2_KM,0.8562314990377249,15.0
smitrans_esm1b_KM,0.8562010828657141,16.0
molgen_prollama_KM,0.8561703223544944,17.0
molebert_esmc_KM,0.85475064846287,18.0
chemberta2_esm2_KM,0.8538941263683292,19.0
unimolv1_esmc_KM,0.8532839136031841,20.0
smitrans_prollama_KM,0.8525957187241191,21.0
unimolv2_esmc_KM,0.8523579714474122,22.0
ecfp_prott5_KM,0.8520812681168886,23.0
chemberta2_prollama_KM,0.8502656903433472,24.0
unimolv1_prollama_KM,0.8501171948007398,25.0
unimolv1_esm1b_KM,0.8499605649662376,26.0
unimolv2_prollama_KM,0.8487062878761739,27.0
maccskeys_esm2_KM,0.8456080084125357,28.0
smitrans_prott5_KM,0.8444546753805433,29.0
molebert_prott5_KM,0.8433650586169519,30.0
molgen_prott5_KM,0.8427238251824661,31.0
ecfp_esmc_KM,0.8403408442832049,32.0
maccskeys_esm1b_KM,0.8398524893305048,33.0
unimolv1_prott5_KM,0.8379722377887321,34.0
chemberta2_prott5_KM,0.8375837289860758,35.0
unimolv2_prott5_KM,0.8363695433081008,36.0
rdkitfp_esm2_KM,0.8345374858729926,37.0
maccskeys_prott5_KM,0.8315917589245799,38.0
ecfp_prollama_KM,0.8293502164667919,39.0
rdkitfp_prollama_KM,0.824708651611286,40.0
rdkitfp_esmc_KM,0.8227454747804887,41.0
maccskeys_esmc_KM,0.8225602959353232,42.0
rdkitfp_esm1b_KM,0.8209563729086952,43.0
rdkitfp_prott5_KM,0.8178794481564591,44.0
maccskeys_prollama_KM,0.8029994344094356,45.0
