rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.069525,0.701741,0.05228,0.059247,0.787554,0.045179,0.059775,0.781236,0.045969,1
0.052511,0.829856,0.040502,0.056964,0.803614,0.042983,0.057598,0.79688,0.043537,2
0.043063,0.885576,0.033273,0.05608,0.809664,0.042019,0.057196,0.799706,0.042733,3
0.034761,0.925439,0.02664,0.053967,0.823738,0.039789,0.055434,0.811856,0.040456,4
0.02853,0.949775,0.021752,0.053174,0.828878,0.038742,0.054809,0.816076,0.039528,5
0.024615,0.962614,0.018507,0.052092,0.835769,0.03776,0.053568,0.824305,0.038508,6
0.021817,0.97063,0.016413,0.051734,0.838022,0.03706,0.052881,0.828784,0.037444,7
0.018858,0.978055,0.014282,0.050066,0.848295,0.035436,0.051888,0.835157,0.036029,8
0.017032,0.9821,0.012832,0.049997,0.848717,0.035409,0.05187,0.835272,0.036565,9
0.015117,0.985899,0.011323,0.050077,0.848228,0.035178,0.051806,0.835678,0.036367,10
0.014059,0.987803,0.01068,0.047987,0.860633,0.032728,0.049565,0.849586,0.033821,11
0.010394,0.993333,0.007704,0.047891,0.861189,0.032508,0.049422,0.850453,0.033558,12
0.008667,0.995365,0.006174,0.047758,0.86196,0.032267,0.049293,0.851229,0.033351,13
0.007571,0.996463,0.005171,0.047672,0.862456,0.032066,0.049203,0.851775,0.033173,14
0.00679,0.997155,0.004449,0.047609,0.862823,0.031899,0.049121,0.852269,0.033013,15
0.006168,0.997653,0.003882,0.047577,0.863003,0.031776,0.049063,0.852614,0.032854,16
0.005685,0.998006,0.003464,0.047566,0.863066,0.031703,0.049052,0.852685,0.032782,17
0.00533,0.998247,0.003159,0.047579,0.862994,0.03164,0.049066,0.852597,0.03274,18
0.00506,0.99842,0.002922,0.047608,0.862826,0.031608,0.049096,0.852421,0.0327,19
0.004837,0.998556,0.00273,0.047623,0.86274,0.031575,0.049145,0.852121,0.032666,20
0.005076,0.99841,0.003275,0.047609,0.862821,0.031457,0.049025,0.852846,0.032455,21
0.004714,0.998629,0.002953,0.047582,0.862975,0.031397,0.048994,0.853029,0.032395,22
0.004572,0.99871,0.002794,0.047518,0.863348,0.031295,0.048948,0.853307,0.032315,23
0.004398,0.998807,0.002638,0.047503,0.86343,0.031263,0.048958,0.853249,0.032316,24
0.004233,0.998894,0.002493,0.047511,0.863385,0.03126,0.048974,0.853148,0.032348,25
0.004152,0.998936,0.002436,0.047499,0.863454,0.031226,0.048958,0.853244,0.032304,26
0.004079,0.998973,0.002371,0.047454,0.863713,0.031156,0.048882,0.853702,0.032201,27
0.004099,0.998963,0.002407,0.047436,0.863819,0.031133,0.048844,0.853929,0.032164,28
0.004089,0.998968,0.002426,0.047402,0.864011,0.031076,0.048815,0.854101,0.032116,29
0.003991,0.999017,0.00237,0.047384,0.864113,0.031052,0.048802,0.85418,0.032098,30
