rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
3.084553,-585.749771,0.228864,0.108878,0.27649,0.083956,0.106344,0.319907,0.082294,1
0.136546,-0.149806,0.09562,0.091586,0.488048,0.069834,0.088993,0.523729,0.069689,2
0.102134,0.356703,0.074919,0.088375,0.52332,0.0688,0.086816,0.546749,0.068377,3
0.081244,0.592945,0.063361,0.083252,0.576981,0.064469,0.082216,0.593504,0.064559,4
0.073829,0.663857,0.057748,0.081942,0.590196,0.063417,0.08099,0.605537,0.063501,5
0.068657,0.709303,0.053656,0.080818,0.601354,0.062555,0.079971,0.615405,0.062482,6
0.064366,0.744509,0.050234,0.078354,0.625296,0.060356,0.077567,0.638176,0.060474,7
0.060699,0.772791,0.047368,0.077082,0.637364,0.05926,0.076228,0.650561,0.059377,8
0.057714,0.794586,0.045036,0.07623,0.645337,0.058393,0.075074,0.66106,0.058526,9
0.05506,0.813043,0.043023,0.076219,0.645435,0.058345,0.075196,0.659959,0.058694,10
0.055119,0.812643,0.043585,0.075287,0.654057,0.058175,0.075753,0.654902,0.059299,11
0.049359,0.849753,0.038891,0.071486,0.688105,0.05454,0.072288,0.685751,0.055685,12
0.045312,0.87338,0.035641,0.071682,0.686391,0.054495,0.072618,0.68288,0.055638,13
0.042074,0.890832,0.032976,0.072005,0.683556,0.0546,0.07287,0.680671,0.055671,14
0.039297,0.904767,0.030703,0.072224,0.681634,0.054606,0.072948,0.679991,0.055596,15
0.036833,0.916336,0.028691,0.072331,0.680692,0.054583,0.073042,0.679165,0.055584,16
0.03464,0.925999,0.026923,0.072862,0.675978,0.054897,0.073479,0.675311,0.055736,17
0.032666,0.934195,0.025351,0.073237,0.672634,0.055112,0.07377,0.67273,0.055807,18
0.030881,0.941192,0.023933,0.073771,0.667846,0.055442,0.074255,0.668422,0.056055,19
0.02921,0.947384,0.022626,0.07404,0.665418,0.05557,0.074528,0.665976,0.056183,20
0.030097,0.944137,0.023676,0.074311,0.662964,0.055763,0.074534,0.665922,0.056173,21
0.027708,0.952654,0.021705,0.074027,0.66554,0.055452,0.074266,0.668322,0.055852,22
