rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.070283,0.696194,0.052429,0.056958,0.803862,0.043651,0.056354,0.799581,0.042669,1
0.052348,0.83146,0.040237,0.054631,0.81956,0.041604,0.054061,0.815554,0.040542,2
0.043164,0.885411,0.03317,0.053987,0.823793,0.041119,0.054823,0.810319,0.041168,3
0.035076,0.92433,0.026583,0.052792,0.831504,0.039595,0.053749,0.817682,0.039763,4
0.030067,0.944401,0.022337,0.052121,0.83576,0.038358,0.052992,0.822779,0.038785,5
0.045157,0.874587,0.025056,0.052757,0.831726,0.038929,0.053163,0.821633,0.03908,6
0.038775,0.907529,0.021369,0.052725,0.831934,0.038655,0.053756,0.817635,0.03885,7
0.03339,0.931428,0.01894,0.053661,0.825915,0.039355,0.057656,0.790212,0.039715,8
0.041646,0.89333,0.020618,0.053627,0.826132,0.03885,0.054094,0.815332,0.039325,9
0.09977,0.387795,0.023901,0.054343,0.821456,0.039615,0.055024,0.808926,0.040316,10
0.075793,0.646689,0.021443,0.054818,0.818322,0.039618,0.057803,0.789141,0.040277,11
0.140569,-0.215292,0.023803,0.053531,0.826756,0.038548,0.054492,0.812603,0.039264,12
0.815258,-39.877915,0.030663,0.052411,0.833928,0.037847,0.052461,0.826316,0.037984,13
0.111876,0.230203,0.0256,0.056657,0.805929,0.040801,0.055716,0.804094,0.041048,14
0.137891,-0.169426,0.02616,0.058262,0.794782,0.040982,0.056149,0.801035,0.041182,15
0.108459,0.276512,0.027435,0.057903,0.797297,0.040951,0.056347,0.799631,0.041218,16
0.11531,0.182229,0.027184,0.057716,0.798606,0.04102,0.056789,0.796474,0.041294,17
0.075411,0.650244,0.023253,0.055371,0.814637,0.040343,0.055148,0.808065,0.040541,18
0.043008,0.88624,0.019387,0.05562,0.812972,0.040328,0.055574,0.805088,0.040715,19
0.031435,0.939223,0.017556,0.055265,0.815348,0.04027,0.055388,0.806393,0.040666,20
0.025362,0.960438,0.016793,0.056594,0.806364,0.041571,0.056752,0.796739,0.042025,21
0.021358,0.971945,0.016082,0.05667,0.805842,0.041677,0.056788,0.796481,0.042109,22
0.021189,0.972387,0.015965,0.056604,0.806293,0.041613,0.056705,0.797078,0.042047,23
