rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.83761,-42.150215,0.143367,0.08501,0.563092,0.066225,0.084686,0.547393,0.064409,1
0.085127,0.554309,0.061865,0.074485,0.664579,0.057656,0.072987,0.663807,0.055988,2
0.064199,0.746513,0.049233,0.071239,0.693176,0.0551,0.069294,0.696974,0.053368,3
0.053927,0.821138,0.040808,0.0699,0.7046,0.053656,0.068001,0.708173,0.05211,4
0.043085,0.885831,0.032951,0.067815,0.721963,0.051309,0.065787,0.726867,0.049629,5
0.034818,0.925441,0.026774,0.067689,0.722994,0.050496,0.065849,0.726349,0.049364,6
0.028961,0.948415,0.022151,0.065946,0.737078,0.048189,0.064268,0.739337,0.047586,7
0.024919,0.961811,0.019045,0.065907,0.73739,0.047727,0.064226,0.739678,0.047118,8
0.022312,0.969382,0.016966,0.068541,0.715978,0.050107,0.067072,0.716095,0.050073,9
0.020346,0.97454,0.015351,0.068486,0.716437,0.04986,0.067092,0.715921,0.049985,10
0.020324,0.974596,0.015722,0.070861,0.696421,0.052544,0.069774,0.692756,0.052823,11
0.015952,0.98435,0.012301,0.070114,0.702794,0.051646,0.068991,0.699617,0.051798,12
0.01354,0.988725,0.01033,0.069278,0.709835,0.05065,0.068121,0.707141,0.050698,13
0.011896,0.991296,0.008949,0.068735,0.714368,0.049972,0.067517,0.71231,0.049916,14
0.010675,0.992991,0.007906,0.068195,0.718837,0.049294,0.066919,0.717384,0.049163,15
0.009735,0.994171,0.007104,0.067784,0.722214,0.048768,0.066431,0.721493,0.048602,16
0.008979,0.995041,0.006449,0.067474,0.724756,0.048367,0.066066,0.724544,0.048154,17
0.008362,0.995699,0.005898,0.067101,0.727789,0.047888,0.065621,0.728246,0.047617,18
