rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.182036,-0.064622,0.123093,0.124861,0.352838,0.092819,0.122849,0.417703,0.094036,1
0.125254,0.495958,0.09588,0.108015,0.515681,0.081498,0.106874,0.5593,0.082011,2
0.11916,0.543815,0.09103,0.10637,0.53032,0.079905,0.105345,0.571819,0.080563,3
0.11557,0.570887,0.088416,0.105781,0.535511,0.078867,0.104696,0.577078,0.079871,4
0.112968,0.589992,0.086494,0.104204,0.549252,0.077034,0.103014,0.590557,0.078217,5
0.110864,0.605124,0.084884,0.103674,0.553827,0.076228,0.102345,0.595856,0.077442,6
0.109023,0.618131,0.083495,0.103218,0.557747,0.075505,0.101781,0.6003,0.076683,7
0.107452,0.629052,0.082212,0.102974,0.559831,0.075214,0.101521,0.602335,0.076509,8
0.105987,0.639103,0.081002,0.10271,0.56209,0.074892,0.101163,0.605137,0.076241,9
0.104241,0.65089,0.07967,0.10266,0.562517,0.075078,0.10117,0.605085,0.07642,10
0.0983,0.689552,0.074299,0.104158,0.549649,0.076292,0.102288,0.596306,0.077056,11
0.096984,0.697807,0.073315,0.104521,0.546506,0.076649,0.102638,0.593537,0.077556,12
0.095683,0.705861,0.072368,0.104535,0.546386,0.076721,0.102554,0.594207,0.077685,13
0.094352,0.71399,0.071408,0.104518,0.546531,0.076917,0.102468,0.594889,0.077925,14
0.093048,0.721837,0.070483,0.104202,0.549273,0.076834,0.101993,0.598633,0.077849,15
0.091701,0.729834,0.069527,0.104269,0.548691,0.077269,0.10179,0.60023,0.077903,16
0.090363,0.737661,0.06852,0.104385,0.547688,0.077589,0.101712,0.60084,0.07785,17
0.089095,0.74497,0.067553,0.104751,0.544514,0.078121,0.101777,0.600328,0.077862,18
0.087583,0.753552,0.066446,0.105353,0.539264,0.078872,0.102082,0.597933,0.07813,19
