rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.197294,-0.273643,0.123714,0.128851,0.270548,0.1023,0.130676,0.45138,0.102755,1
0.122789,0.50667,0.093896,0.123462,0.330288,0.096449,0.129567,0.460649,0.099138,2
0.103375,0.650339,0.079333,0.126375,0.298312,0.097247,0.128665,0.468133,0.094934,3
0.088647,0.742874,0.067884,0.119258,0.375119,0.090359,0.11049,0.607779,0.081511,4
0.075088,0.815515,0.056682,0.121387,0.352608,0.093127,0.111045,0.603831,0.083069,5
0.061782,0.875106,0.046188,0.11851,0.382927,0.091258,0.10643,0.636076,0.079343,6
0.052376,0.91024,0.038328,0.117951,0.388741,0.090837,0.104824,0.646979,0.076855,7
0.04492,0.933976,0.032534,0.116951,0.399065,0.089532,0.103438,0.656251,0.075408,8
0.039285,0.949501,0.028587,0.116916,0.399425,0.089658,0.101102,0.671599,0.072364,9
0.036172,0.957188,0.026317,0.117605,0.39232,0.090017,0.099958,0.678989,0.071381,10
0.036903,0.955441,0.027793,0.117241,0.396073,0.090886,0.105441,0.642806,0.077217,11
0.029497,0.97153,0.021666,0.11734,0.395051,0.090573,0.105474,0.642585,0.077306,12
0.025372,0.978936,0.017928,0.117254,0.395941,0.090154,0.104779,0.647276,0.076379,13
0.022501,0.983434,0.015223,0.116677,0.401877,0.089514,0.103515,0.655738,0.074681,14
0.020357,0.986441,0.013176,0.116168,0.40708,0.088953,0.102147,0.664775,0.072752,15
0.01866,0.988607,0.011513,0.115661,0.412242,0.088508,0.100979,0.672397,0.071171,16
0.017328,0.990176,0.010205,0.115282,0.416089,0.088186,0.100033,0.678507,0.06993,17
0.016288,0.991319,0.009152,0.11513,0.417624,0.088024,0.099337,0.682968,0.069066,18
0.015417,0.992223,0.008298,0.115037,0.418565,0.087979,0.098919,0.685631,0.068548,19
0.014676,0.992952,0.007539,0.114984,0.419104,0.087958,0.098552,0.687959,0.068095,20
0.014255,0.993351,0.008333,0.115398,0.41491,0.088428,0.098937,0.685517,0.068646,21
0.013466,0.994067,0.00756,0.115377,0.41513,0.088405,0.09904,0.684862,0.068749,22
0.012927,0.994532,0.006947,0.115359,0.415312,0.088366,0.099101,0.684474,0.068834,23
0.012494,0.994892,0.006448,0.115329,0.415617,0.088324,0.099122,0.684339,0.068892,24
0.012115,0.995198,0.006027,0.115285,0.416062,0.088273,0.099121,0.684343,0.068915,25
0.011782,0.995458,0.005679,0.115232,0.416596,0.088218,0.099118,0.684366,0.068908,26
0.01148,0.995688,0.005375,0.115179,0.417133,0.088161,0.099109,0.684419,0.068903,27
0.011205,0.995892,0.005108,0.115121,0.41772,0.088092,0.099075,0.684639,0.068867,28
0.010946,0.996079,0.004865,0.115056,0.418381,0.088019,0.099035,0.684888,0.068822,29
0.010728,0.996234,0.004647,0.115,0.418946,0.087946,0.099002,0.685103,0.068766,30
