rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.097707,0.414071,0.056306,0.065059,0.747248,0.049906,0.0632,0.733764,0.04884,1
0.060915,0.772264,0.047001,0.061875,0.771377,0.047255,0.060452,0.756416,0.046268,2
0.058561,0.789525,0.045188,0.059757,0.786763,0.045517,0.058379,0.772835,0.044552,3
0.056939,0.80102,0.04395,0.058498,0.795652,0.044467,0.056947,0.783839,0.043468,4
0.055708,0.809534,0.043013,0.057662,0.801453,0.043741,0.056081,0.790368,0.042854,5
0.054704,0.816335,0.042246,0.057172,0.804816,0.043249,0.055519,0.794543,0.042429,6
0.053814,0.822262,0.041562,0.056749,0.807693,0.042777,0.055009,0.798306,0.042009,7
0.052915,0.828149,0.040899,0.056387,0.810135,0.042355,0.054652,0.800914,0.041707,8
0.052036,0.833816,0.040255,0.056073,0.812243,0.041982,0.054312,0.803386,0.041366,9
0.051112,0.839665,0.039555,0.056012,0.812657,0.041813,0.05404,0.805344,0.041048,10
0.048806,0.853804,0.037743,0.055163,0.818287,0.041155,0.053409,0.809863,0.040611,11
0.047991,0.858644,0.03712,0.055097,0.818724,0.041042,0.053185,0.811458,0.040394,12
0.047168,0.86345,0.036502,0.055053,0.819014,0.040922,0.052906,0.813433,0.040126,13
0.046229,0.868835,0.035776,0.055078,0.818851,0.040857,0.052714,0.81478,0.039921,14
0.045088,0.875229,0.034868,0.055034,0.819137,0.040727,0.05244,0.816706,0.039656,15
0.043748,0.882534,0.033812,0.055081,0.818828,0.040683,0.052169,0.818592,0.039377,16
0.042213,0.890636,0.032612,0.055166,0.818273,0.040654,0.051995,0.8198,0.039151,17
0.040501,0.899325,0.031252,0.055074,0.818877,0.040445,0.051787,0.821242,0.038858,18
0.038658,0.908279,0.029746,0.054885,0.820119,0.040163,0.0517,0.82184,0.038602,19
0.036763,0.917049,0.02814,0.054694,0.821368,0.039902,0.051516,0.823103,0.038324,20
0.03397,0.929178,0.025752,0.054621,0.821843,0.039667,0.051336,0.824338,0.038225,21
0.032749,0.934176,0.024678,0.054495,0.822665,0.039529,0.05123,0.825062,0.03809,22
0.031625,0.938616,0.023681,0.054301,0.823927,0.03932,0.051004,0.826604,0.037882,23
0.030546,0.942734,0.02273,0.054417,0.823173,0.039356,0.051086,0.826048,0.037905,24
0.029483,0.946652,0.02179,0.054271,0.824116,0.039153,0.050921,0.827168,0.037725,25
0.028427,0.950403,0.020854,0.054325,0.823769,0.039132,0.051004,0.826601,0.037734,26
0.027385,0.953974,0.019942,0.054356,0.823568,0.039054,0.051026,0.826457,0.037663,27
0.026355,0.957371,0.019053,0.054442,0.823008,0.039049,0.051098,0.825962,0.037623,28
0.025342,0.960584,0.018178,0.054447,0.822975,0.038986,0.051114,0.825857,0.037566,29
0.024336,0.963652,0.017327,0.054492,0.822682,0.038935,0.051143,0.825658,0.037516,30
