rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.633204,-11.881567,0.149031,0.110126,0.496571,0.085369,0.115864,0.482036,0.091328,1
0.117459,0.556745,0.091569,0.102061,0.567609,0.078236,0.190401,-0.398749,0.087436,2
21.396201,-14707.028871,1.531169,0.203675,-0.72201,0.160267,0.227585,-0.998436,0.159377,3
0.329018,-2.477929,0.209893,0.156341,-0.014631,0.128026,0.160135,0.010598,0.124299,4
0.212145,-0.445931,0.162917,0.14631,0.111392,0.119684,0.148208,0.152488,0.117908,5
0.193715,-0.205613,0.151281,0.142358,0.15875,0.115654,0.144031,0.19959,0.116753,6
0.184271,-0.090923,0.144431,0.139802,0.188684,0.112873,0.140992,0.233013,0.115245,7
0.177679,-0.014267,0.139448,0.138276,0.2063,0.111195,0.138919,0.255396,0.114327,8
0.172612,0.042759,0.135507,0.137368,0.216696,0.110287,0.137451,0.271047,0.113695,9
0.168421,0.088676,0.132284,0.136307,0.228747,0.109398,0.135877,0.287647,0.11266,10
0.14389,0.334811,0.113768,0.144178,0.1371,0.116341,0.142772,0.213516,0.118694,11
