rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.07085,0.690438,0.05383,0.065521,0.737983,0.049708,0.065355,0.743141,0.049997,1
0.060439,0.774733,0.046717,0.063261,0.755751,0.047839,0.06317,0.76003,0.048373,2
0.057643,0.795089,0.044505,0.06111,0.772078,0.045799,0.06073,0.77821,0.046121,3
0.05517,0.812296,0.042539,0.061,0.772897,0.0456,0.060706,0.778381,0.045863,4
0.052735,0.828497,0.040639,0.059911,0.780934,0.044802,0.059921,0.784075,0.045241,5
0.051653,0.835466,0.039664,0.059459,0.784221,0.04498,0.059037,0.790401,0.045096,6
0.047095,0.86322,0.03643,0.056892,0.802456,0.042981,0.055846,0.812447,0.042901,7
0.043449,0.883579,0.033559,0.056244,0.806931,0.042238,0.055031,0.817878,0.042098,8
0.039393,0.904303,0.030379,0.054757,0.817004,0.041215,0.053511,0.827803,0.040874,9
0.035709,0.921365,0.027445,0.0547,0.817381,0.041234,0.053714,0.826496,0.040945,10
0.030563,0.942395,0.023215,0.051838,0.835989,0.038428,0.050836,0.844585,0.038316,11
0.027841,0.9522,0.021,0.051368,0.838951,0.037894,0.050643,0.845766,0.037827,12
0.025609,0.959555,0.019166,0.05089,0.841933,0.037374,0.050417,0.847139,0.037449,13
0.023592,0.965676,0.017515,0.050399,0.84497,0.036864,0.050111,0.848987,0.037111,14
0.021719,0.97091,0.015977,0.050174,0.846352,0.036566,0.049931,0.850073,0.036813,15
0.019972,0.975401,0.014552,0.049986,0.847503,0.036291,0.049902,0.850246,0.036658,16
0.018516,0.978857,0.013326,0.049819,0.84852,0.035973,0.049785,0.850947,0.036357,17
0.017055,0.982063,0.012164,0.049811,0.848567,0.03585,0.049775,0.851009,0.036223,18
0.015958,0.984296,0.011238,0.049767,0.848833,0.035653,0.049718,0.851348,0.035927,19
0.014761,0.986562,0.010343,0.049778,0.848766,0.035517,0.049836,0.850643,0.035887,20
0.014124,0.987698,0.010071,0.049313,0.851581,0.035021,0.049264,0.854049,0.035176,21
0.012645,0.990139,0.008944,0.049233,0.852062,0.034802,0.049173,0.85459,0.034951,22
0.011809,0.9914,0.008222,0.049184,0.852354,0.034621,0.049088,0.855092,0.034735,23
0.011069,0.992445,0.007603,0.049171,0.852436,0.03451,0.049023,0.855475,0.034569,24
0.010423,0.9933,0.007069,0.049164,0.852476,0.034398,0.048979,0.855737,0.03443,25
0.009831,0.99404,0.006592,0.049183,0.852359,0.034318,0.04895,0.855904,0.034309,26
0.009294,0.994673,0.006153,0.049208,0.852213,0.034228,0.048925,0.856055,0.034213,27
0.008788,0.995238,0.005753,0.049259,0.851905,0.034189,0.048925,0.85605,0.034124,28
0.008349,0.995701,0.005405,0.049306,0.85162,0.034152,0.048929,0.856031,0.03409,29
0.007974,0.996079,0.005121,0.049319,0.851542,0.034108,0.048951,0.855901,0.034006,30
