rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.165403,0.121043,0.12754,0.112871,0.471156,0.086434,0.119116,0.45255,0.090493,1
0.131092,0.447882,0.102326,0.117761,0.424338,0.090317,0.118997,0.453643,0.090419,2
0.119963,0.537641,0.093107,0.111649,0.482545,0.084823,0.110433,0.52946,0.084488,3
0.110999,0.604163,0.085948,0.110677,0.491519,0.083953,0.105888,0.567389,0.081802,4
0.101755,0.667345,0.078288,0.110569,0.492506,0.084422,0.104436,0.579171,0.079831,5
0.092964,0.722344,0.070658,0.109872,0.498886,0.083822,0.102747,0.592676,0.078418,6
0.084294,0.771715,0.063661,0.109842,0.49916,0.083644,0.102574,0.594045,0.078101,7
0.077033,0.809351,0.057828,0.110451,0.493588,0.084315,0.103691,0.585157,0.078933,8
0.07076,0.839139,0.053173,0.109737,0.500115,0.08322,0.103189,0.589167,0.078269,9
0.067334,0.854337,0.049781,0.111556,0.483406,0.084937,0.104297,0.580297,0.077334,10
0.062104,0.876085,0.046372,0.108838,0.508275,0.084747,0.105479,0.570727,0.078635,11
0.052085,0.912841,0.038232,0.108895,0.507756,0.084525,0.104253,0.580649,0.077732,12
0.046599,0.930235,0.033474,0.109122,0.505702,0.084544,0.103616,0.58576,0.077282,13
0.042296,0.942526,0.029795,0.109079,0.506092,0.083758,0.102545,0.594278,0.076648,14
0.038782,0.951679,0.026797,0.109128,0.505652,0.082893,0.101283,0.604198,0.075806,15
0.035777,0.958877,0.024256,0.109455,0.502687,0.082532,0.100618,0.609385,0.075316,16
0.033047,0.964914,0.022028,0.109891,0.498718,0.082394,0.100063,0.613679,0.07502,17
0.030904,0.969315,0.020271,0.110341,0.494602,0.082617,0.099934,0.614675,0.074921,18
0.028738,0.973467,0.018617,0.110578,0.492423,0.082746,0.099686,0.616582,0.0747,19
0.026879,0.976788,0.017292,0.110841,0.490014,0.082752,0.099574,0.617442,0.074691,20
0.027385,0.975907,0.019183,0.111265,0.486101,0.082991,0.098819,0.623226,0.074275,21
0.025257,0.979505,0.01736,0.11114,0.487256,0.082958,0.098985,0.621962,0.074368,22
0.023584,0.982131,0.015848,0.111064,0.487951,0.083009,0.099059,0.621392,0.0744,23
0.022272,0.984064,0.014668,0.111049,0.488097,0.083025,0.099112,0.620985,0.074378,24
0.021156,0.98562,0.013691,0.111047,0.488113,0.083056,0.099195,0.620356,0.074398,25
0.020144,0.986964,0.0128,0.111013,0.488426,0.083069,0.099296,0.61958,0.074487,26
0.019267,0.988074,0.012018,0.110987,0.488665,0.083071,0.099364,0.619056,0.074555,27
0.018527,0.988973,0.011342,0.110982,0.488708,0.083089,0.099419,0.618636,0.074651,28
0.017802,0.989818,0.010706,0.110973,0.488792,0.083074,0.099436,0.618503,0.074635,29
0.017186,0.990511,0.010114,0.11092,0.489286,0.083037,0.099489,0.618095,0.074678,30
