rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
3.173141,-620.290686,0.290473,0.184089,-1.051001,0.146135,0.181057,-1.007114,0.146563,1
0.15181,-0.422049,0.109704,0.094921,0.454701,0.073317,0.098475,0.40626,0.075846,2
0.096897,0.420652,0.075866,0.091916,0.488684,0.071762,0.095406,0.442701,0.073634,3
0.081956,0.585544,0.064581,0.087438,0.53729,0.067755,0.090867,0.494463,0.069882,4
0.072895,0.672127,0.057558,0.085394,0.558673,0.065921,0.088917,0.515931,0.068219,5
0.067493,0.718916,0.053242,0.094546,0.459005,0.074467,0.097521,0.41771,0.076178,6
0.063813,0.748734,0.050357,0.110507,0.260924,0.090314,0.112672,0.222733,0.090878,7
0.061107,0.769592,0.048092,0.111024,0.253989,0.091088,0.112761,0.221506,0.090978,8
0.059209,0.783682,0.046606,0.091449,0.493862,0.071733,0.093988,0.459144,0.073059,9
0.057262,0.797676,0.044962,0.084799,0.564803,0.064039,0.088979,0.515249,0.06734,10
0.055899,0.807191,0.043734,0.095658,0.446202,0.074827,0.099739,0.390926,0.077862,11
0.044475,0.877947,0.035,0.089127,0.519238,0.068639,0.093197,0.468203,0.071623,12
0.038624,0.907949,0.030377,0.08512,0.5615,0.06481,0.089235,0.512454,0.067692,13
0.034476,0.92666,0.027061,0.08174,0.595629,0.061537,0.085903,0.548193,0.064427,14
0.031255,0.939722,0.024449,0.079178,0.620585,0.05907,0.083391,0.574227,0.062014,15
0.028626,0.949435,0.02226,0.07736,0.637807,0.057319,0.081594,0.592378,0.060314,16
0.026454,0.95682,0.020453,0.076174,0.648827,0.056198,0.080406,0.604166,0.059191,17
0.024616,0.962609,0.018933,0.075393,0.655992,0.055513,0.079606,0.612001,0.058447,18
0.023053,0.967208,0.017659,0.074981,0.659744,0.055187,0.079161,0.616321,0.058062,19
0.021707,0.970925,0.016562,0.074816,0.661237,0.05508,0.07896,0.61827,0.057915,20
0.023389,0.966246,0.018305,0.074878,0.660672,0.055413,0.078772,0.620089,0.058185,21
0.021537,0.971379,0.016848,0.074722,0.662088,0.055222,0.078669,0.621082,0.058066,22
0.020203,0.974816,0.015773,0.074613,0.663067,0.055069,0.078603,0.621715,0.057963,23
0.01912,0.977441,0.014888,0.07453,0.663818,0.054938,0.078548,0.622241,0.057872,24
0.018194,0.979575,0.014126,0.074454,0.664504,0.054808,0.078494,0.622763,0.057779,25
0.017382,0.981356,0.013454,0.074382,0.665154,0.05468,0.078438,0.623298,0.057679,26
0.016659,0.982876,0.012852,0.074317,0.665738,0.054559,0.078385,0.623812,0.057587,27
0.016001,0.984203,0.0123,0.074258,0.666272,0.054445,0.078334,0.624302,0.0575,28
0.015405,0.985356,0.011799,0.074199,0.666798,0.054332,0.078281,0.624807,0.057409,29
0.014857,0.98638,0.011339,0.074131,0.667415,0.054207,0.07822,0.625387,0.057301,30
