rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.154384,0.209169,0.116341,0.139246,0.229499,0.110122,0.136521,0.346575,0.107763,1
0.105811,0.62852,0.081448,0.120489,0.423097,0.092724,0.113884,0.545303,0.087882,2
0.090328,0.729277,0.069608,0.114011,0.483465,0.087007,0.106017,0.605954,0.082446,3
0.075603,0.810348,0.058316,0.114634,0.47781,0.086715,0.107862,0.592124,0.081252,4
0.064175,0.863348,0.048543,0.116915,0.45682,0.087958,0.105627,0.608848,0.07955,5
0.055431,0.898052,0.040747,0.114036,0.483241,0.08509,0.10161,0.638033,0.07853,6
0.048236,0.922798,0.035569,0.114351,0.48038,0.085513,0.099833,0.650586,0.076408,7
0.043172,0.938159,0.031682,0.11375,0.485829,0.083743,0.099798,0.650829,0.07502,8
0.03996,0.947017,0.029169,0.114002,0.483552,0.08349,0.099748,0.651179,0.074964,9
0.037462,0.953436,0.027408,0.113049,0.492147,0.082692,0.099031,0.656178,0.07376,10
0.037791,0.952613,0.029108,0.11181,0.503216,0.082118,0.098533,0.659625,0.07127,11
0.029559,0.97101,0.022058,0.111463,0.506296,0.081742,0.09894,0.656807,0.071176,12
0.02518,0.978963,0.017902,0.111379,0.50704,0.081705,0.098992,0.656448,0.071302,13
0.022544,0.983137,0.015359,0.11118,0.508796,0.081634,0.098789,0.657854,0.071149,14
0.020537,0.986006,0.013428,0.111052,0.509926,0.081514,0.098491,0.659918,0.070928,15
0.019016,0.988002,0.011897,0.110917,0.511119,0.081346,0.098121,0.662467,0.07071,16
0.01778,0.989511,0.010645,0.110853,0.511687,0.0812,0.097735,0.665117,0.070418,17
0.016847,0.990583,0.009669,0.110828,0.511907,0.08105,0.097386,0.6675,0.070114,18
0.016056,0.991447,0.008836,0.110844,0.511767,0.080921,0.09703,0.669929,0.069795,19
0.015403,0.992128,0.008196,0.1109,0.511272,0.080828,0.096824,0.671332,0.069602,20
0.0155,0.992028,0.009562,0.111332,0.507456,0.080971,0.096353,0.674519,0.069169,21
0.014596,0.992931,0.008752,0.111302,0.507721,0.080925,0.096213,0.675465,0.068967,22
0.013964,0.99353,0.008073,0.111297,0.50777,0.080889,0.096134,0.675996,0.068828,23
0.013441,0.994006,0.007533,0.111298,0.507756,0.080862,0.096089,0.676298,0.068722,24
0.012983,0.994407,0.00707,0.111303,0.50771,0.080844,0.096062,0.67648,0.068636,25
0.012567,0.99476,0.006659,0.11131,0.507648,0.080825,0.096051,0.67656,0.068556,26
0.012194,0.995066,0.006291,0.111323,0.507538,0.080809,0.096066,0.676455,0.068507,27
0.011843,0.995346,0.005972,0.111321,0.507554,0.080789,0.096082,0.676348,0.068453,28
0.01152,0.995597,0.005677,0.111323,0.507538,0.080768,0.0961,0.676225,0.068411,29
0.011217,0.995825,0.005405,0.111316,0.507597,0.080739,0.09612,0.676088,0.06837,30
