rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.085847,0.545517,0.064179,0.07354,0.669927,0.056002,0.072734,0.681865,0.055569,1
0.070426,0.694134,0.053457,0.072208,0.681772,0.05493,0.071683,0.69099,0.054627,2
0.065448,0.735844,0.04972,0.071212,0.690492,0.0539,0.07108,0.696168,0.054077,3
0.060523,0.774106,0.046034,0.068959,0.709763,0.052024,0.069891,0.706248,0.053184,4
0.055112,0.812692,0.041905,0.067732,0.720001,0.050913,0.069435,0.710066,0.052755,5
0.049239,0.850487,0.037335,0.066894,0.72689,0.049868,0.068868,0.714786,0.051684,6
0.043711,0.88217,0.033002,0.067066,0.72548,0.050082,0.069666,0.708134,0.052291,7
0.038898,0.906693,0.029308,0.065587,0.737453,0.048692,0.067249,0.728035,0.050059,8
0.034321,0.927357,0.025899,0.06353,0.753663,0.046975,0.064735,0.747993,0.047908,9
0.029903,0.944854,0.02251,0.063041,0.757441,0.046343,0.063933,0.754197,0.047098,10
0.025041,0.96133,0.018864,0.060218,0.778677,0.043527,0.060375,0.780795,0.043606,11
0.020387,0.974368,0.01506,0.059484,0.784046,0.042386,0.059441,0.787522,0.042469,12
0.017592,0.980915,0.012738,0.059027,0.787347,0.041598,0.058889,0.79145,0.041578,13
0.015398,0.985378,0.010954,0.058709,0.789637,0.040975,0.058494,0.794238,0.04089,14
0.013602,0.98859,0.009526,0.058537,0.790862,0.040563,0.058233,0.796069,0.040411,15
0.012117,0.990946,0.008344,0.05841,0.791768,0.04022,0.058025,0.797526,0.040014,16
0.010893,0.992682,0.007374,0.058313,0.792465,0.039936,0.057871,0.798598,0.039715,17
0.009896,0.993961,0.006572,0.058286,0.792654,0.039712,0.057831,0.798874,0.0395,18
0.009093,0.994901,0.005914,0.058244,0.792955,0.039507,0.057764,0.799341,0.039304,19
0.008432,0.995615,0.005366,0.0582,0.793268,0.039344,0.057742,0.799492,0.039167,20
0.008225,0.995828,0.005648,0.058011,0.794608,0.038877,0.057476,0.801339,0.038584,21
0.007528,0.996505,0.005071,0.057982,0.79481,0.038712,0.057443,0.801568,0.038395,22
0.007054,0.996931,0.004642,0.057968,0.794908,0.038599,0.057425,0.801689,0.038258,23
0.006683,0.997246,0.004295,0.057955,0.795003,0.038508,0.057417,0.801743,0.038147,24
0.00637,0.997497,0.004,0.057938,0.795125,0.038429,0.057401,0.801858,0.038047,25
0.0061,0.997705,0.003741,0.057921,0.795242,0.038357,0.057391,0.801927,0.03797,26
0.005864,0.997879,0.003513,0.057912,0.795306,0.038303,0.057383,0.801982,0.037904,27
0.005656,0.998027,0.00331,0.057895,0.795427,0.038248,0.057374,0.802045,0.037844,28
0.005468,0.998156,0.003126,0.057885,0.795497,0.038202,0.057366,0.802101,0.037795,29
0.005302,0.998266,0.002964,0.057871,0.7956,0.038161,0.057351,0.802205,0.037747,30
