rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.223547,-0.605535,0.12339,0.113541,0.464856,0.08411,0.113503,0.502934,0.087765,1
0.117611,0.555596,0.091554,0.103098,0.558772,0.076768,0.106673,0.560952,0.082368,2
0.104186,0.651259,0.079735,0.100314,0.582284,0.074954,0.102076,0.59798,0.076954,3
0.09038,0.737563,0.069262,0.098483,0.597393,0.073047,0.103252,0.588659,0.077033,4
0.084028,0.773154,0.061963,0.09914,0.592,0.073509,0.102354,0.595785,0.075968,5
0.069323,0.845603,0.051933,0.098503,0.597229,0.073251,0.101069,0.605869,0.075132,6
0.059005,0.888143,0.044246,0.101027,0.576326,0.076433,0.099499,0.618024,0.073371,7
0.050669,0.917517,0.037468,0.100749,0.578652,0.07667,0.097244,0.635143,0.071222,8
0.044406,0.936648,0.03228,0.098854,0.594354,0.074583,0.096502,0.640687,0.070509,9
0.039991,0.948618,0.028783,0.097491,0.605464,0.073362,0.095099,0.651058,0.068214,10
0.036572,0.957028,0.027288,0.099927,0.585502,0.075394,0.098529,0.625435,0.071705,11
0.030635,0.969848,0.021933,0.099349,0.590277,0.074225,0.097651,0.632077,0.070593,12
0.026966,0.976638,0.018624,0.098911,0.593884,0.073114,0.097084,0.636341,0.069848,13
0.024301,0.981027,0.016274,0.098665,0.595897,0.072484,0.096837,0.63819,0.069451,14
0.022249,0.984096,0.014471,0.098553,0.59682,0.072069,0.096849,0.638101,0.069188,15
0.020566,0.986411,0.012937,0.098551,0.596837,0.072,0.096997,0.636993,0.069043,16
0.019184,0.988176,0.011662,0.098559,0.596768,0.072059,0.097181,0.635615,0.068959,17
0.018031,0.989554,0.010557,0.098518,0.597104,0.072083,0.097412,0.633879,0.068926,18
0.017053,0.990657,0.009609,0.098501,0.597245,0.072162,0.097563,0.632743,0.068854,19
0.016199,0.991569,0.008829,0.098416,0.597937,0.072133,0.097711,0.63163,0.068786,20
