rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.069411,0.70368,0.053137,0.063733,0.754428,0.05022,0.063506,0.745483,0.049369,1
0.060223,0.776938,0.046529,0.063615,0.755334,0.050003,0.064016,0.741377,0.049715,2
0.057661,0.795513,0.044511,0.061381,0.772214,0.04783,0.062146,0.75626,0.04795,3
0.055286,0.81201,0.042756,0.061145,0.77397,0.047825,0.061649,0.760145,0.047647,4
0.05232,0.831641,0.040517,0.060934,0.775526,0.047696,0.061888,0.758287,0.047943,5
0.049177,0.851262,0.038099,0.060277,0.780336,0.0469,0.061087,0.764501,0.047076,6
0.044968,0.87563,0.034683,0.059539,0.785687,0.046024,0.060547,0.768641,0.046424,7
0.040244,0.900392,0.03112,0.05661,0.806252,0.043302,0.05694,0.795391,0.043098,8
0.035789,0.921224,0.027571,0.056009,0.810346,0.042689,0.056791,0.796458,0.042772,9
0.031843,0.937637,0.024451,0.054514,0.820336,0.041068,0.05493,0.809578,0.041002,10
0.027333,0.95405,0.020822,0.054058,0.823328,0.040046,0.054672,0.811362,0.040543,11
0.024511,0.963048,0.018454,0.055505,0.813739,0.041234,0.055887,0.802888,0.041771,12
0.022365,0.969237,0.016609,0.056976,0.803738,0.04255,0.057279,0.792945,0.04311,13
0.020512,0.974122,0.015064,0.058073,0.796106,0.043591,0.058327,0.785297,0.044136,14
0.018818,0.97822,0.013663,0.059412,0.786595,0.044919,0.059591,0.775896,0.045382,15
0.017281,0.981633,0.012415,0.060836,0.776247,0.046255,0.060957,0.765503,0.046567,16
0.015921,0.984411,0.011335,0.062094,0.766895,0.047461,0.062144,0.756277,0.047733,17
0.014722,0.98667,0.010402,0.063338,0.757463,0.048539,0.063444,0.745975,0.048798,18
0.013799,0.988289,0.009686,0.062992,0.760101,0.048274,0.062809,0.751034,0.048322,19
0.012905,0.989757,0.009065,0.063163,0.7588,0.048234,0.062952,0.749897,0.048278,20
0.012601,0.990234,0.009124,0.056884,0.804373,0.041914,0.056928,0.795474,0.042121,21
