rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.418841,-4.740094,0.136756,0.146517,0.056813,0.118415,0.148436,0.292117,0.121431,1
0.114622,0.570113,0.089052,0.129288,0.265585,0.09984,0.123464,0.510263,0.096791,2
0.100625,0.668692,0.077165,0.126319,0.298927,0.095872,0.116329,0.56523,0.089492,3
0.086631,0.754435,0.066533,0.12634,0.298699,0.095908,0.114755,0.57692,0.0878,4
0.074146,0.820114,0.05648,0.12755,0.285195,0.097098,0.114419,0.579392,0.087101,5
0.065631,0.859059,0.049134,0.125644,0.306405,0.095844,0.111508,0.600517,0.084654,6
0.058086,0.889602,0.04292,0.125623,0.306639,0.095005,0.111033,0.603915,0.084187,7
0.052404,0.910144,0.038217,0.126081,0.301573,0.095671,0.110616,0.606884,0.083234,8
0.048242,0.923849,0.035276,0.121724,0.349008,0.092224,0.109847,0.612334,0.082562,9
0.044097,0.936373,0.03213,0.123512,0.329738,0.093905,0.112595,0.592695,0.085807,10
0.044156,0.936203,0.032912,0.122194,0.343975,0.093536,0.109113,0.617497,0.083726,11
0.036447,0.956535,0.026667,0.122691,0.338622,0.093441,0.109065,0.617831,0.08333,12
0.031645,0.967233,0.022353,0.122705,0.338471,0.093062,0.108496,0.621808,0.082567,13
0.028589,0.973257,0.019633,0.122804,0.337408,0.093016,0.107212,0.630711,0.081287,14
0.02617,0.97759,0.0176,0.122942,0.33592,0.093258,0.105637,0.641481,0.079553,15
0.024119,0.980965,0.015877,0.123041,0.334849,0.093376,0.104152,0.651484,0.078024,16
0.022261,0.983786,0.014322,0.123259,0.332488,0.093659,0.102917,0.659704,0.076874,17
0.020655,0.98604,0.013063,0.123186,0.333278,0.093613,0.101899,0.666402,0.075828,18
0.019353,0.987745,0.012056,0.123699,0.327712,0.093796,0.102069,0.665287,0.075561,19
0.018448,0.988864,0.011341,0.123438,0.330551,0.093585,0.102583,0.661911,0.075958,20
0.020644,0.986055,0.014257,0.121574,0.350613,0.092337,0.101333,0.670099,0.074462,21
0.019091,0.988075,0.012831,0.120737,0.359527,0.091624,0.10107,0.671806,0.074256,22
0.018119,0.989258,0.011669,0.120149,0.365741,0.091167,0.101108,0.671563,0.074215,23
0.017607,0.989856,0.010993,0.11979,0.369531,0.090843,0.10126,0.670571,0.074312,24
0.017221,0.990296,0.010513,0.1196,0.371525,0.090795,0.101398,0.669677,0.074421,25
0.016892,0.990664,0.010073,0.119384,0.373802,0.090802,0.101577,0.668505,0.07458,26
0.01671,0.990863,0.009763,0.119324,0.374428,0.090849,0.101841,0.666783,0.074874,27
0.016584,0.991001,0.00959,0.119359,0.374056,0.090913,0.102071,0.665275,0.075099,28
0.016339,0.991265,0.009292,0.119101,0.376766,0.090672,0.102164,0.664666,0.075157,29
0.016097,0.991521,0.009007,0.118945,0.37839,0.090581,0.102548,0.662142,0.075423,30
