rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.163036,0.130269,0.12515,0.136728,0.178633,0.107005,0.137408,0.393393,0.106153,1
0.12787,0.464999,0.10017,0.127986,0.280302,0.096753,0.12691,0.482541,0.096935,2
0.1174,0.549023,0.09076,0.125993,0.302543,0.094861,0.122586,0.517205,0.093474,3
0.108167,0.61717,0.083305,0.126537,0.296511,0.095363,0.119956,0.537698,0.091483,4
0.099158,0.678282,0.075825,0.126402,0.298009,0.094804,0.115761,0.569467,0.088252,5
0.089829,0.735971,0.068269,0.125198,0.311317,0.094094,0.113865,0.583457,0.087276,6
0.081653,0.781844,0.061251,0.125394,0.309164,0.094235,0.113784,0.584049,0.086637,7
0.073902,0.821299,0.054904,0.128015,0.279974,0.095762,0.112858,0.59079,0.086197,8
0.0701,0.839211,0.051679,0.129115,0.267552,0.096933,0.110747,0.605951,0.084024,9
0.063665,0.867375,0.046537,0.127877,0.281526,0.095115,0.109434,0.615239,0.083703,10
0.060547,0.880049,0.045056,0.125782,0.304877,0.093669,0.108904,0.61896,0.083312,11
0.051673,0.912633,0.0379,0.126946,0.291958,0.095555,0.110801,0.605572,0.085822,12
0.046824,0.928261,0.033508,0.126625,0.295527,0.095453,0.110631,0.606779,0.085514,13
0.043035,0.939402,0.03008,0.126356,0.29852,0.09539,0.110223,0.609674,0.084895,14
0.039808,0.94815,0.027374,0.126043,0.301987,0.095201,0.10976,0.612948,0.084133,15
0.036972,0.955272,0.02508,0.12579,0.304787,0.094896,0.109284,0.616297,0.083228,16
0.034641,0.960736,0.023216,0.125652,0.306311,0.094937,0.108813,0.6196,0.0827,17
0.032669,0.965079,0.021686,0.125045,0.313004,0.093881,0.108373,0.622669,0.082165,18
0.031396,0.967748,0.020664,0.125256,0.310682,0.094685,0.108005,0.625222,0.081772,19
0.029547,0.971435,0.019528,0.12419,0.322362,0.093653,0.10781,0.626574,0.081271,20
0.029518,0.97149,0.020465,0.124449,0.319537,0.09328,0.106985,0.63227,0.079664,21
0.026807,0.976487,0.018151,0.124531,0.318642,0.093287,0.107037,0.631914,0.079511,22
0.025156,0.979294,0.016573,0.124703,0.31675,0.093455,0.106982,0.632289,0.079296,23
0.023801,0.981464,0.015305,0.125009,0.313398,0.093711,0.10707,0.631684,0.079318,24
0.022645,0.983221,0.014251,0.125227,0.311001,0.093871,0.107118,0.631356,0.07932,25
0.021609,0.984721,0.013335,0.125552,0.307416,0.094087,0.107243,0.630495,0.079407,26
0.020711,0.985965,0.012523,0.125841,0.304232,0.094312,0.107314,0.630002,0.07946,27
0.019892,0.987052,0.011787,0.126128,0.301047,0.094515,0.107326,0.629923,0.079461,28
0.019154,0.987995,0.011138,0.126408,0.297946,0.094714,0.107404,0.629383,0.079495,29
0.018505,0.988795,0.010564,0.126685,0.294861,0.094922,0.1074,0.62941,0.079442,30
