rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
3.102285,-589.68021,0.270353,0.179537,-0.924816,0.133847,0.212077,-1.997903,0.137305,1
0.163484,-0.640352,0.101364,0.089978,0.51654,0.06846,0.09335,0.419162,0.067875,2
0.103842,0.338189,0.075132,0.089109,0.525839,0.066941,0.099202,0.34405,0.066979,3
0.088962,0.514265,0.065061,0.083603,0.582622,0.064066,0.085637,0.511171,0.063684,4
0.077073,0.635422,0.058039,0.079725,0.620451,0.06122,0.079559,0.5781,0.060701,5
0.067589,0.719627,0.052317,0.079377,0.623748,0.061216,0.078858,0.585507,0.060498,6
0.062305,0.761751,0.048359,0.079176,0.625652,0.061286,0.078861,0.585469,0.060656,7
0.057714,0.795567,0.044875,0.08072,0.610913,0.062701,0.080139,0.571927,0.061735,8
0.05362,0.823545,0.041703,0.084197,0.576676,0.065887,0.083604,0.534105,0.065116,9
0.050441,0.843845,0.039241,0.086154,0.556769,0.067859,0.085371,0.514204,0.067082,10
0.048982,0.852749,0.03842,0.088454,0.532783,0.070434,0.087031,0.495135,0.069498,11
0.044263,0.879755,0.034636,0.083922,0.579431,0.066182,0.082485,0.546501,0.065169,12
0.040825,0.897708,0.03187,0.080776,0.610375,0.063199,0.079432,0.579449,0.062191,13
0.03796,0.91156,0.029573,0.078228,0.63457,0.060653,0.077037,0.604422,0.059743,14
0.035404,0.923069,0.027482,0.076693,0.648772,0.059022,0.075585,0.619199,0.058115,15
0.033131,0.932633,0.025643,0.075317,0.661256,0.057503,0.074413,0.630918,0.056806,16
0.031088,0.940683,0.024031,0.074432,0.669176,0.056435,0.073657,0.638371,0.05593,17
0.029224,0.947584,0.02256,0.073737,0.675319,0.055547,0.073184,0.643005,0.055366,18
0.027532,0.953477,0.02124,0.073404,0.67825,0.055046,0.073035,0.644455,0.054963,19
0.025959,0.958643,0.020003,0.073177,0.680232,0.054665,0.073034,0.644469,0.054773,20
0.026214,0.957823,0.020565,0.074013,0.672886,0.05516,0.074174,0.633278,0.055256,21
0.024417,0.963408,0.019049,0.073563,0.676848,0.054696,0.073685,0.638098,0.054747,22
0.023155,0.967094,0.018003,0.073215,0.679899,0.054331,0.073296,0.641906,0.054362,23
0.022102,0.970017,0.017132,0.073016,0.681635,0.054114,0.073051,0.644302,0.054117,24
0.021189,0.972444,0.01638,0.072867,0.682941,0.053963,0.072889,0.64588,0.053946,25
0.020354,0.974573,0.015702,0.072761,0.683859,0.053858,0.07277,0.647036,0.053817,26
0.019598,0.976427,0.015084,0.072717,0.684237,0.0538,0.07272,0.647516,0.053766,27
0.018897,0.978084,0.014517,0.072689,0.684482,0.053767,0.072709,0.647628,0.053745,28
0.018254,0.979549,0.013999,0.072696,0.684425,0.053774,0.072693,0.64778,0.053723,29
0.017641,0.980899,0.013504,0.072723,0.684186,0.053787,0.072703,0.647685,0.053738,30
