rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.65162,-25.185317,0.103731,0.088876,0.517904,0.070303,0.0893,0.520443,0.070358,1
0.075523,0.648256,0.057529,0.074883,0.657761,0.057794,0.074535,0.665909,0.058115,2
0.062673,0.757769,0.046443,0.068293,0.715349,0.05235,0.067939,0.722429,0.05244,3
0.053685,0.822261,0.038554,0.067735,0.719976,0.05125,0.067596,0.725225,0.05149,4
0.051411,0.837001,0.033984,0.065492,0.738215,0.04935,0.065803,0.739604,0.049861,5
0.041231,0.895165,0.029058,0.063057,0.757317,0.046726,0.063347,0.75868,0.04711,6
0.038375,0.909182,0.026028,0.063223,0.756037,0.047003,0.062826,0.762633,0.046886,7
0.064478,0.743614,0.030665,0.065944,0.734588,0.049187,0.065172,0.744575,0.048627,8
0.048048,0.857628,0.027958,0.064234,0.748174,0.047515,0.064304,0.751333,0.047511,9
0.036299,0.918742,0.023283,0.06232,0.762961,0.0461,0.062172,0.767549,0.046548,10
0.041479,0.893899,0.020703,0.059739,0.782186,0.043487,0.059806,0.784907,0.044094,11
0.029262,0.947194,0.016932,0.059262,0.785655,0.042407,0.059176,0.789414,0.042804,12
0.027082,0.95477,0.014884,0.060314,0.777974,0.04324,0.060429,0.780402,0.043582,13
0.032943,0.933076,0.013315,0.059872,0.781219,0.042466,0.059879,0.784377,0.042821,14
0.021921,0.970367,0.012664,0.06071,0.77505,0.043375,0.060961,0.776516,0.043962,15
0.028707,0.94918,0.013083,0.060334,0.777824,0.042701,0.060707,0.778375,0.043517,16
0.027677,0.952762,0.012293,0.060768,0.774621,0.04347,0.061155,0.775093,0.044142,17
0.018355,0.979223,0.010171,0.05988,0.781156,0.042197,0.060203,0.782042,0.042867,18
0.019166,0.977347,0.009344,0.059755,0.782068,0.042131,0.06003,0.78329,0.04276,19
0.014765,0.986557,0.008127,0.058685,0.789804,0.040646,0.059021,0.790513,0.041429,20
0.011018,0.992513,0.007293,0.057548,0.797875,0.039434,0.057955,0.798017,0.040456,21
0.008713,0.995318,0.0063,0.057484,0.798318,0.039341,0.057895,0.79843,0.040385,22
0.007868,0.996183,0.005677,0.057453,0.798535,0.039276,0.057857,0.798696,0.040322,23
0.007289,0.996724,0.005194,0.057432,0.798687,0.039217,0.057829,0.79889,0.040262,24
0.006828,0.997125,0.004794,0.057413,0.798816,0.039158,0.057805,0.799056,0.040197,25
0.006445,0.997439,0.004452,0.057398,0.798926,0.0391,0.057783,0.799209,0.040128,26
0.006118,0.997691,0.004155,0.057384,0.799025,0.039043,0.057764,0.799345,0.040063,27
0.005837,0.997899,0.003896,0.057371,0.799115,0.038983,0.057745,0.799472,0.039996,28
0.005593,0.998071,0.003667,0.057359,0.799196,0.038928,0.057732,0.799568,0.039934,29
0.00538,0.998215,0.003464,0.057349,0.799265,0.038875,0.057717,0.799667,0.039872,30
