rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.086541,0.537878,0.064687,0.071787,0.68811,0.054298,0.073247,0.671513,0.055767,1
0.070171,0.696172,0.053345,0.070529,0.698943,0.053428,0.071247,0.689205,0.054202,2
0.064952,0.739684,0.049373,0.069286,0.70946,0.052421,0.069737,0.70224,0.052928,3
0.059793,0.779396,0.04549,0.068292,0.717744,0.05144,0.068627,0.711644,0.052059,4
0.054239,0.818472,0.041321,0.067336,0.725586,0.05048,0.067601,0.720196,0.050839,5
0.048272,0.856214,0.036777,0.066364,0.733456,0.049565,0.067571,0.720444,0.050221,6
0.042507,0.888509,0.032301,0.065957,0.736713,0.048772,0.067307,0.722627,0.049956,7
0.037661,0.91248,0.028454,0.065005,0.744261,0.047607,0.066571,0.728665,0.049047,8
0.033665,0.930069,0.025414,0.064771,0.746095,0.046839,0.065231,0.739479,0.047756,9
0.029106,0.947726,0.021975,0.064886,0.745195,0.046745,0.065178,0.739899,0.047868,10
0.024549,0.962814,0.018604,0.061157,0.773642,0.042948,0.061628,0.767462,0.044125,11
0.019852,0.975681,0.014759,0.060632,0.777512,0.042108,0.061248,0.770316,0.043299,12
0.017036,0.982091,0.012395,0.060299,0.779944,0.041471,0.061037,0.771896,0.042722,13
0.014875,0.986347,0.010617,0.060014,0.782018,0.040878,0.06088,0.77307,0.042262,14
0.01313,0.989362,0.009178,0.059865,0.783101,0.040463,0.060824,0.773486,0.041986,15
0.011696,0.991559,0.008003,0.059741,0.784001,0.040124,0.060795,0.773701,0.041758,16
0.010521,0.99317,0.00704,0.059703,0.784278,0.039901,0.060821,0.773513,0.041584,17
0.009554,0.994367,0.006247,0.059656,0.784618,0.039717,0.060834,0.773414,0.041438,18
0.008768,0.995256,0.005595,0.059602,0.785004,0.039559,0.060832,0.773428,0.041324,19
0.008128,0.995924,0.005054,0.059579,0.785173,0.03944,0.060855,0.773259,0.041232,20
0.007837,0.99621,0.005258,0.059367,0.786693,0.039096,0.060853,0.77327,0.041031,21
0.007229,0.996776,0.004748,0.059313,0.787084,0.038942,0.060825,0.773481,0.040905,22
0.0068,0.997147,0.004361,0.05927,0.787389,0.038815,0.060814,0.773559,0.040808,23
0.006457,0.997427,0.004047,0.059245,0.787573,0.03872,0.060813,0.773571,0.040731,24
0.006167,0.997653,0.003779,0.059218,0.787769,0.038636,0.060816,0.773545,0.040671,25
0.005916,0.997841,0.003547,0.059192,0.787954,0.038555,0.06082,0.773517,0.040613,26
