rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.085711,0.549117,0.064537,0.071762,0.69248,0.054649,0.071559,0.658686,0.054887,1
0.070758,0.692715,0.05383,0.068713,0.718054,0.052072,0.068338,0.688722,0.052362,2
0.065283,0.738431,0.04969,0.067906,0.724645,0.051076,0.06732,0.697923,0.051396,3
0.060133,0.77807,0.045827,0.067521,0.727753,0.050811,0.066993,0.700849,0.051321,4
0.054362,0.818623,0.041543,0.067789,0.725588,0.05111,0.066672,0.703708,0.051121,5
0.04838,0.856345,0.036795,0.06855,0.719397,0.051509,0.066802,0.702555,0.051042,6
0.042726,0.887962,0.03237,0.068054,0.723438,0.050787,0.065723,0.712084,0.050182,7
0.037796,0.912323,0.028558,0.068206,0.7222,0.051292,0.06638,0.706296,0.051024,8
0.03359,0.930753,0.025481,0.066077,0.739278,0.048757,0.06419,0.725361,0.048269,9
0.02934,0.947167,0.022189,0.065144,0.746585,0.048283,0.063373,0.732305,0.047436,10
0.02439,0.96349,0.018489,0.063329,0.760507,0.046164,0.063005,0.735407,0.046456,11
0.019589,0.976449,0.014666,0.062194,0.76902,0.044746,0.06185,0.745018,0.045057,12
0.0167,0.982882,0.012328,0.061419,0.774735,0.043669,0.060965,0.752259,0.043902,13
0.014522,0.987057,0.010565,0.060734,0.779734,0.042693,0.060104,0.759214,0.042815,14
0.012786,0.989966,0.009173,0.060258,0.783172,0.041948,0.059478,0.764198,0.042038,15
0.011372,0.992063,0.008038,0.059764,0.786713,0.041214,0.0588,0.769544,0.041233,16
0.010215,0.993596,0.007103,0.059408,0.789248,0.040644,0.058296,0.773482,0.040578,17
0.009255,0.994743,0.006331,0.059133,0.791196,0.040207,0.057903,0.776526,0.040062,18
0.008464,0.995603,0.005689,0.059019,0.791999,0.03996,0.057713,0.77799,0.039782,19
0.007809,0.996257,0.005139,0.058904,0.792807,0.039775,0.057503,0.779598,0.039534,20
0.007684,0.996376,0.00541,0.058612,0.794859,0.03934,0.057101,0.782671,0.039042,21
0.007044,0.996955,0.00487,0.058565,0.795187,0.039192,0.057016,0.783316,0.038893,22
0.006596,0.99733,0.004467,0.058524,0.79547,0.039068,0.056961,0.783734,0.038787,23
0.006238,0.997612,0.004134,0.05851,0.795571,0.038978,0.056935,0.783934,0.038708,24
0.005939,0.997835,0.003852,0.058494,0.79568,0.038903,0.056917,0.784071,0.038636,25
0.005684,0.998017,0.003608,0.058483,0.795762,0.038845,0.056901,0.784188,0.038577,26
0.005465,0.998167,0.003393,0.058476,0.795809,0.038794,0.056888,0.784288,0.038523,27
0.005271,0.998295,0.003202,0.058464,0.795893,0.038743,0.056883,0.784324,0.038488,28
0.005102,0.998402,0.003034,0.058456,0.795947,0.038704,0.056875,0.784389,0.038449,29
0.004951,0.998496,0.002881,0.058449,0.795996,0.038669,0.056866,0.784458,0.038418,30
