rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.626057,-11.824717,0.149863,0.143862,0.090685,0.115421,0.140506,0.365731,0.113281,1
0.136735,0.388242,0.102814,0.142936,0.10235,0.115601,0.137949,0.388606,0.113774,2
0.684682,-14.33903,0.300993,0.13277,0.225497,0.100933,0.135442,0.410627,0.104375,3
0.200532,-0.31579,0.142597,0.134375,0.206653,0.105282,0.138995,0.379299,0.107285,4
0.146025,0.302286,0.111884,0.118679,0.381169,0.090948,0.116982,0.560333,0.089947,5
0.126188,0.478978,0.097966,0.117038,0.398165,0.089231,0.111431,0.60107,0.084878,6
0.11386,0.575808,0.089018,0.116816,0.400445,0.088891,0.109347,0.615854,0.083541,7
0.106176,0.631129,0.082913,0.119131,0.376446,0.090372,0.111599,0.59987,0.085871,8
0.101878,0.660389,0.079303,0.123737,0.327303,0.094288,0.116476,0.564128,0.0899,9
0.098757,0.680877,0.076638,0.13384,0.212966,0.103167,0.128273,0.47137,0.09954,10
0.091499,0.72606,0.071202,0.142288,0.110474,0.111191,0.135193,0.412791,0.106646,11
0.083581,0.771424,0.064516,0.13646,0.181847,0.10527,0.127957,0.473971,0.099705,12
0.078302,0.799383,0.06022,0.133416,0.217943,0.101887,0.123952,0.506386,0.095889,13
0.07402,0.820727,0.05666,0.131025,0.245722,0.099341,0.12083,0.530933,0.092887,14
0.070129,0.839078,0.053537,0.128983,0.269048,0.09696,0.117968,0.552893,0.089829,15
0.066711,0.854381,0.050732,0.127972,0.280468,0.095349,0.116016,0.567568,0.087355,16
0.063361,0.86864,0.048018,0.127157,0.289596,0.094514,0.11537,0.572366,0.086213,17
