rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.431073,-5.165634,0.141445,0.124099,0.388017,0.098291,0.127954,0.426008,0.097305,1
0.120962,0.514518,0.09416,0.123587,0.393056,0.097657,0.127559,0.429551,0.097622,2
0.106025,0.627016,0.081916,0.121439,0.413964,0.095133,0.12178,0.480065,0.093384,3
0.092728,0.714701,0.070957,0.119602,0.431568,0.092892,0.117616,0.51502,0.089776,4
0.08101,0.782251,0.061569,0.118645,0.44062,0.091804,0.115552,0.531885,0.088041,5
0.070702,0.834142,0.053002,0.119385,0.433625,0.092093,0.115958,0.528593,0.087929,6
0.061817,0.873209,0.045746,0.118841,0.438774,0.091611,0.115117,0.53541,0.086972,7
0.053944,0.903446,0.039429,0.116341,0.462142,0.089758,0.111716,0.562449,0.084717,8
0.047717,0.924452,0.034584,0.115551,0.469416,0.088982,0.110043,0.575459,0.082392,9
0.04238,0.940406,0.030419,0.115813,0.467011,0.08905,0.105983,0.606209,0.078745,10
0.040822,0.944708,0.03051,0.112472,0.497315,0.086001,0.105291,0.611336,0.079112,11
0.034227,0.96113,0.024673,0.113629,0.486922,0.08659,0.104443,0.617572,0.079242,12
0.029746,0.970642,0.020749,0.113251,0.490332,0.085847,0.10239,0.632455,0.077237,13
0.026568,0.97658,0.01791,0.112862,0.493829,0.08484,0.100107,0.648664,0.074967,14
0.024149,0.980651,0.015704,0.112521,0.496882,0.084094,0.098297,0.661257,0.072912,15
0.022298,0.983503,0.014109,0.112644,0.495782,0.083841,0.097295,0.668126,0.071801,16
0.020794,0.985653,0.0126,0.112325,0.498634,0.083602,0.096628,0.672662,0.071033,17
0.019606,0.987246,0.011508,0.112325,0.498628,0.08366,0.096296,0.674904,0.070742,18
0.018769,0.988312,0.010546,0.112017,0.501374,0.083552,0.096038,0.676645,0.070653,19
0.018106,0.989123,0.00995,0.112108,0.500564,0.083466,0.096068,0.676442,0.070586,20
0.018453,0.988702,0.011378,0.112305,0.498806,0.083508,0.095247,0.681948,0.069293,21
0.017375,0.989983,0.010391,0.11229,0.498944,0.083516,0.094964,0.683833,0.068713,22
0.016464,0.991006,0.009407,0.112315,0.498723,0.08351,0.094789,0.685003,0.068345,23
0.015754,0.991765,0.008618,0.11234,0.498501,0.083493,0.094642,0.685977,0.068128,24
0.015157,0.992378,0.00795,0.112339,0.498509,0.083468,0.094525,0.686751,0.067894,25
0.014666,0.992863,0.007395,0.112365,0.498273,0.083452,0.094452,0.687238,0.067733,26
0.014246,0.993266,0.006909,0.112366,0.498263,0.083437,0.094403,0.687563,0.067547,27
0.013873,0.993614,0.006489,0.112382,0.498125,0.083431,0.094371,0.687771,0.067426,28
0.013535,0.993922,0.006113,0.112376,0.498176,0.083423,0.094331,0.688034,0.06728,29
0.013241,0.994183,0.005788,0.112371,0.498216,0.08342,0.094299,0.688246,0.067149,30
