rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.209212,-0.484796,0.124894,0.118777,0.463466,0.091198,0.117156,0.545172,0.089457,1
0.11685,0.536815,0.090472,0.120166,0.45085,0.090828,0.114301,0.567066,0.087001,2
0.102543,0.643299,0.078394,0.118924,0.462138,0.090103,0.111107,0.590925,0.085475,3
0.089124,0.730545,0.068145,0.122647,0.427931,0.094281,0.113509,0.573045,0.086544,4
0.074714,0.810636,0.057118,0.12592,0.396991,0.097244,0.116503,0.550231,0.087769,5
0.063024,0.865259,0.0477,0.127856,0.378315,0.098899,0.116943,0.546826,0.088914,6
0.054777,0.898212,0.040878,0.126575,0.390706,0.098039,0.114515,0.565446,0.085563,7
0.047424,0.923705,0.035269,0.127145,0.38521,0.098366,0.115571,0.557394,0.086287,8
0.043828,0.934837,0.031804,0.120221,0.450345,0.09173,0.109263,0.604395,0.078969,9
0.039814,0.946227,0.028294,0.115927,0.488902,0.087614,0.106549,0.6238,0.076816,10
0.038278,0.950296,0.028825,0.114143,0.50452,0.084351,0.101888,0.655993,0.073372,11
0.03165,0.966018,0.022925,0.114506,0.501361,0.084711,0.101924,0.655753,0.073086,12
0.027493,0.974359,0.019268,0.114395,0.502322,0.084666,0.101682,0.657385,0.072561,13
0.024648,0.97939,0.016634,0.113827,0.507255,0.08415,0.101219,0.660498,0.071957,14
0.022365,0.983032,0.014511,0.113003,0.51436,0.08341,0.100689,0.664046,0.071415,15
0.020444,0.985822,0.012855,0.1123,0.520383,0.082768,0.10042,0.665839,0.071225,16
0.018906,0.987874,0.011487,0.111667,0.525783,0.082194,0.100241,0.667025,0.071285,17
0.017677,0.9894,0.010366,0.111283,0.529034,0.081841,0.100228,0.667113,0.071473,18
0.016699,0.990541,0.009414,0.111029,0.531178,0.081633,0.100279,0.666774,0.071685,19
0.015893,0.991431,0.008572,0.110857,0.532635,0.081508,0.100286,0.66673,0.071823,20
0.015684,0.991655,0.009792,0.110754,0.533499,0.081206,0.100181,0.667424,0.071313,21
0.014604,0.992765,0.008788,0.110752,0.533517,0.081201,0.10013,0.667761,0.071251,22
0.013919,0.993427,0.008051,0.110761,0.533444,0.081224,0.100113,0.667877,0.071225,23
0.01338,0.993927,0.007452,0.110778,0.533302,0.081278,0.100101,0.667959,0.071208,24
0.012922,0.994336,0.006948,0.110783,0.533257,0.081334,0.100068,0.668173,0.071184,25
0.012543,0.994663,0.006501,0.110773,0.533337,0.081367,0.100063,0.668211,0.071174,26
0.012202,0.994949,0.006114,0.110743,0.533595,0.081387,0.100042,0.668346,0.071167,27
0.011899,0.995197,0.005764,0.110712,0.533859,0.081411,0.100034,0.668402,0.071164,28
0.011625,0.995416,0.005468,0.110674,0.534175,0.081434,0.100009,0.668564,0.071153,29
0.011379,0.995607,0.0052,0.110629,0.534557,0.081451,0.099993,0.668675,0.071136,30
