rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.164966,-0.684616,0.065067,0.06689,0.731383,0.051576,0.064846,0.745245,0.051038,1
0.067957,0.714121,0.052754,0.069464,0.710311,0.053641,0.067375,0.72499,0.052922,2
0.065652,0.733181,0.050882,0.072159,0.687391,0.056246,0.070103,0.702265,0.055376,3
0.064146,0.745289,0.049639,0.071143,0.69614,0.055263,0.069104,0.710691,0.05441,4
0.063042,0.753979,0.048733,0.072462,0.684767,0.056229,0.070467,0.699172,0.055365,5
0.062065,0.761543,0.047919,0.07345,0.67611,0.056771,0.071423,0.690949,0.055855,6
0.06127,0.767613,0.047248,0.073385,0.676687,0.056414,0.071267,0.692296,0.055414,7
0.060585,0.772779,0.04669,0.072673,0.68293,0.055576,0.070516,0.69875,0.054544,8
0.060042,0.776836,0.046251,0.070899,0.69822,0.054105,0.068715,0.713938,0.053144,9
0.059534,0.7806,0.045832,0.069401,0.710836,0.052921,0.067131,0.726974,0.051945,10
0.057746,0.793576,0.044347,0.063743,0.756064,0.04926,0.061338,0.772067,0.04813,11
0.057505,0.795296,0.044155,0.063828,0.755411,0.049292,0.061401,0.7716,0.048129,12
0.057299,0.79676,0.043985,0.063563,0.757441,0.049075,0.061125,0.773645,0.047899,13
0.057097,0.79819,0.043823,0.063287,0.759543,0.048827,0.060837,0.775771,0.047643,14
0.05691,0.799509,0.04367,0.063033,0.761462,0.048666,0.060622,0.777358,0.047498,15
0.056721,0.800843,0.043518,0.062793,0.763277,0.048467,0.06042,0.778837,0.047327,16
0.056537,0.802134,0.043381,0.062578,0.764897,0.048276,0.060249,0.780089,0.047156,17
0.056347,0.803458,0.043228,0.062453,0.765838,0.04815,0.060171,0.780659,0.04705,18
0.056146,0.804856,0.043074,0.062183,0.767857,0.047963,0.059948,0.782276,0.046888,19
0.055973,0.80606,0.042944,0.061782,0.770841,0.047631,0.059551,0.785155,0.046571,20
0.05506,0.812335,0.042171,0.059265,0.789129,0.045633,0.057271,0.801287,0.044689,21
0.054919,0.813296,0.04206,0.059254,0.789208,0.045614,0.057264,0.801336,0.044673,22
0.054793,0.814149,0.041965,0.05921,0.789526,0.045568,0.057227,0.801592,0.044627,23
0.054675,0.814951,0.041874,0.05908,0.790446,0.04543,0.057115,0.802373,0.044504,24
0.054564,0.815699,0.041791,0.059007,0.790964,0.045364,0.057045,0.802853,0.04443,25
0.054441,0.816528,0.041696,0.059009,0.790948,0.045355,0.057065,0.802718,0.044437,26
0.054324,0.817316,0.041602,0.058894,0.791764,0.04525,0.056962,0.803426,0.044341,27
0.05421,0.818083,0.041513,0.058816,0.792312,0.045183,0.0569,0.803856,0.044274,28
0.054088,0.818904,0.041419,0.058771,0.792631,0.045151,0.056865,0.804098,0.044249,29
0.053965,0.819726,0.041323,0.058754,0.792755,0.045113,0.056843,0.804251,0.044203,30
