rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.144014,0.33262,0.109757,0.127959,0.267464,0.093587,0.131465,0.392426,0.094275,1
0.117424,0.556315,0.090024,0.122386,0.32988,0.089666,0.126475,0.437671,0.090493,2
0.11219,0.594988,0.085693,0.120885,0.346218,0.08817,0.123523,0.463618,0.088414,3
0.108725,0.619615,0.082854,0.12081,0.347027,0.088222,0.122149,0.475489,0.087548,4
0.105254,0.643517,0.080174,0.120821,0.346909,0.088472,0.122241,0.474693,0.087325,5
0.102015,0.665121,0.077581,0.120669,0.348558,0.088795,0.12206,0.47625,0.087205,6
0.099504,0.681402,0.075773,0.120531,0.35004,0.088993,0.120828,0.486767,0.086487,7
0.121841,0.522309,0.089851,0.131395,0.227593,0.103953,0.122635,0.471302,0.093283,8
0.106168,0.6373,0.08068,0.119415,0.362027,0.088103,0.119279,0.499845,0.085631,9
0.09816,0.689949,0.074376,0.117878,0.378336,0.087743,0.117313,0.516198,0.084379,10
0.090825,0.734555,0.068772,0.112967,0.429064,0.084572,0.113589,0.54642,0.082133,11
0.088271,0.749276,0.066593,0.113052,0.428204,0.084683,0.113766,0.545005,0.082218,12
0.085863,0.762768,0.064702,0.112853,0.430215,0.084635,0.113859,0.544261,0.08241,13
0.083102,0.77778,0.062707,0.112424,0.434534,0.084493,0.113213,0.54942,0.08191,14
0.080458,0.791693,0.060803,0.112356,0.435219,0.084473,0.113203,0.549497,0.081695,15
0.077454,0.806961,0.058726,0.111768,0.441118,0.084241,0.112552,0.554665,0.08125,16
0.074221,0.822737,0.056431,0.111463,0.444163,0.084025,0.111544,0.562606,0.080461,17
0.071003,0.837775,0.054188,0.110687,0.451875,0.083305,0.109912,0.575314,0.079094,18
0.067607,0.852923,0.051694,0.110701,0.451735,0.083207,0.1095,0.578491,0.078748,19
0.064059,0.867955,0.049123,0.110613,0.452604,0.083058,0.109662,0.577241,0.078855,20
0.060425,0.882511,0.046419,0.110433,0.454387,0.082985,0.109355,0.579606,0.079042,21
0.057515,0.893556,0.044075,0.110455,0.454166,0.083038,0.109292,0.58009,0.079115,22
0.055359,0.901386,0.042246,0.11052,0.453526,0.083244,0.109179,0.580959,0.079191,23
0.053314,0.908536,0.040546,0.110694,0.451803,0.083578,0.109341,0.579712,0.079252,24
0.051365,0.915101,0.038844,0.110864,0.450124,0.083961,0.109279,0.580192,0.079082,25
0.049519,0.921095,0.037307,0.110954,0.449226,0.084165,0.109332,0.579787,0.078969,26
0.047781,0.926536,0.035778,0.111238,0.446407,0.084585,0.109433,0.579008,0.078969,27
0.046078,0.931681,0.034349,0.111251,0.446273,0.084778,0.108918,0.582964,0.078435,28
0.044404,0.936552,0.032927,0.111732,0.441476,0.085391,0.108848,0.583498,0.07825,29
0.042951,0.940637,0.031782,0.111819,0.440601,0.085488,0.108468,0.586398,0.077755,30
