rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.08571,0.548187,0.064356,0.075567,0.654765,0.058074,0.074825,0.646661,0.057216,1
0.070105,0.69773,0.053324,0.073559,0.672868,0.055788,0.073497,0.659094,0.05509,2
0.064984,0.740273,0.04947,0.073119,0.676767,0.055042,0.073138,0.66242,0.054643,3
0.059999,0.778592,0.045643,0.070699,0.697811,0.053409,0.070922,0.682568,0.053241,4
0.054395,0.818021,0.041426,0.068376,0.717344,0.051863,0.068439,0.704403,0.051662,5
0.048624,0.854589,0.037086,0.067281,0.726321,0.050902,0.067312,0.714059,0.050818,6
0.043192,0.885263,0.03288,0.065909,0.737371,0.049154,0.066366,0.722036,0.049585,7
0.038371,0.909448,0.029217,0.065341,0.741882,0.048588,0.064677,0.736003,0.048016,8
0.034106,0.928459,0.02569,0.065176,0.743178,0.048231,0.065601,0.72841,0.048205,9
0.029742,0.945596,0.022397,0.06587,0.737686,0.048893,0.065638,0.7281,0.048552,10
0.025136,0.961141,0.019004,0.067235,0.726701,0.050531,0.067621,0.71143,0.050353,11
0.020418,0.974361,0.01518,0.067175,0.727188,0.050342,0.067572,0.711842,0.050191,12
0.01757,0.981013,0.012794,0.066587,0.731944,0.049679,0.067209,0.714928,0.049622,13
0.015381,0.985449,0.011012,0.065607,0.739777,0.048589,0.066345,0.722211,0.048551,14
0.013585,0.988649,0.00956,0.064454,0.748837,0.047253,0.065251,0.731298,0.047244,15
0.012092,0.991007,0.008366,0.063264,0.758025,0.045859,0.064074,0.740903,0.045855,16
0.010878,0.992722,0.007385,0.062416,0.76447,0.044825,0.06323,0.747684,0.044818,17
0.00987,0.994008,0.006568,0.061518,0.771199,0.043719,0.062344,0.75471,0.043721,18
0.009054,0.994958,0.005889,0.060881,0.775914,0.042912,0.061674,0.759953,0.04289,19
0.008382,0.995679,0.005329,0.06038,0.779583,0.042275,0.06115,0.76401,0.042229,20
0.008213,0.995852,0.005609,0.059492,0.786023,0.041171,0.060254,0.77088,0.041096,21
0.007544,0.9965,0.005045,0.059408,0.786628,0.040989,0.060144,0.771712,0.040889,22
0.007071,0.996925,0.004608,0.059341,0.787109,0.040829,0.060058,0.772367,0.040727,23
0.006699,0.99724,0.004252,0.059267,0.787636,0.040669,0.059978,0.772973,0.040573,24
0.006388,0.99749,0.003954,0.059214,0.788018,0.040546,0.059922,0.7734,0.040452,25
0.00612,0.997696,0.003697,0.059159,0.78841,0.040422,0.05987,0.773789,0.040325,26
0.00589,0.997866,0.003469,0.059113,0.78874,0.040312,0.059825,0.774131,0.040219,27
0.005682,0.998014,0.003269,0.059072,0.789036,0.040217,0.059793,0.774373,0.040126,28
0.005502,0.998138,0.003091,0.059033,0.789311,0.040125,0.059764,0.774593,0.040034,29
0.005339,0.998247,0.002931,0.058998,0.78956,0.040043,0.059736,0.774801,0.039959,30
