rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.165644,0.117092,0.126335,0.137104,0.159024,0.10532,0.142962,0.281516,0.111729,1
0.129692,0.458765,0.101273,0.119425,0.361913,0.091001,0.125864,0.443096,0.094972,2
0.117719,0.554083,0.091214,0.117444,0.382907,0.088991,0.121173,0.483831,0.089496,3
0.107733,0.626526,0.083104,0.120962,0.345384,0.091015,0.120227,0.491863,0.089347,4
0.098105,0.690296,0.075447,0.122861,0.32467,0.094202,0.119123,0.50115,0.090306,5
0.08913,0.744372,0.068098,0.119138,0.364985,0.09138,0.114468,0.53938,0.08686,6
0.080687,0.790507,0.061608,0.117777,0.379401,0.09006,0.111838,0.5603,0.0841,7
0.073681,0.825307,0.056057,0.119465,0.361492,0.091503,0.113066,0.550594,0.083974,8
0.06751,0.853344,0.050945,0.119991,0.355857,0.090892,0.114058,0.542667,0.084166,9
0.062261,0.875262,0.046054,0.119363,0.36258,0.08963,0.115403,0.531817,0.084903,10
0.059314,0.886791,0.043998,0.112969,0.42904,0.085304,0.110597,0.570003,0.080081,11
0.051123,0.915901,0.037402,0.113563,0.423019,0.085332,0.109921,0.575244,0.079933,12
0.045732,0.932703,0.032902,0.11358,0.422847,0.084933,0.109683,0.577079,0.079601,13
0.041843,0.943662,0.02949,0.113383,0.424852,0.084465,0.109726,0.576752,0.079156,14
0.038818,0.951514,0.026982,0.11286,0.430143,0.083973,0.109827,0.575967,0.079249,15
0.036056,0.958167,0.024742,0.11255,0.433273,0.083473,0.109548,0.57812,0.078985,16
0.033625,0.963618,0.022697,0.112419,0.434588,0.083347,0.109222,0.580629,0.078729,17
0.031775,0.967511,0.021196,0.112476,0.434012,0.083348,0.10902,0.582177,0.078506,18
0.029988,0.971063,0.019814,0.112476,0.434014,0.083284,0.109446,0.578909,0.079091,19
0.028596,0.973686,0.018688,0.11221,0.436692,0.083304,0.109257,0.580362,0.0791,20
0.030782,0.96951,0.021772,0.111325,0.445542,0.082141,0.107828,0.591262,0.077221,21
0.028415,0.97402,0.019422,0.111283,0.445956,0.082274,0.108296,0.587709,0.077418,22
0.026765,0.976948,0.017742,0.111312,0.445663,0.082399,0.10866,0.584936,0.077658,23
0.02549,0.979093,0.016443,0.111347,0.445321,0.082565,0.109033,0.58208,0.077914,24
0.02433,0.980952,0.015316,0.111297,0.445821,0.082567,0.109298,0.580047,0.078031,25
0.023424,0.982344,0.014435,0.111528,0.443514,0.082848,0.109773,0.576388,0.078312,26
0.022582,0.983591,0.013695,0.111509,0.443706,0.082782,0.109918,0.575269,0.078278,27
0.021935,0.984517,0.013012,0.111721,0.441585,0.083082,0.110379,0.571699,0.078531,28
0.021202,0.985535,0.012473,0.111614,0.442655,0.082995,0.110496,0.57079,0.07848,29
0.020685,0.986231,0.011908,0.111858,0.440219,0.083415,0.110844,0.568079,0.078713,30
