rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
0.687829,-28.192914,0.121703,0.09225,0.484961,0.071531,0.098029,0.411635,0.075377,1
0.086151,0.542026,0.065788,0.098261,0.415647,0.079582,0.099135,0.398273,0.080402,2
0.06393,0.747814,0.048812,0.088855,0.522176,0.07169,0.089952,0.504597,0.072814,3
0.057574,0.795465,0.040168,0.071143,0.693683,0.054533,0.072673,0.676635,0.056052,4
0.049671,0.847761,0.03408,0.06475,0.746261,0.047325,0.067345,0.722316,0.049471,5
0.041518,0.893638,0.028505,0.064308,0.749715,0.046963,0.067045,0.724782,0.049125,6
0.033158,0.932158,0.023371,0.067684,0.722741,0.050219,0.070752,0.693508,0.052759,7
0.027562,0.953125,0.019705,0.066903,0.729108,0.049665,0.069608,0.703341,0.051717,8
0.022513,0.968727,0.016428,0.063649,0.754817,0.045678,0.066254,0.731242,0.047921,9
0.018359,0.979202,0.013689,0.062293,0.765153,0.044008,0.064454,0.745644,0.04576,10
0.016433,0.983336,0.012588,0.060367,0.779452,0.04145,0.062564,0.760347,0.043197,11
0.012892,0.989744,0.009772,0.060183,0.780792,0.041041,0.062441,0.761285,0.042775,12
0.010959,0.992589,0.008139,0.060124,0.781225,0.040847,0.062442,0.761279,0.042612,13
0.009621,0.994288,0.006991,0.060122,0.781234,0.040764,0.062481,0.760975,0.042562,14
0.008629,0.995405,0.00613,0.060101,0.781391,0.040672,0.062488,0.760924,0.042485,15
0.007871,0.996178,0.005457,0.060059,0.781696,0.040564,0.06245,0.761212,0.042376,16
0.007275,0.996734,0.004913,0.060004,0.782093,0.040447,0.062397,0.761619,0.042244,17
0.006793,0.997152,0.004465,0.059952,0.782469,0.040337,0.062343,0.762035,0.042123,18
0.006403,0.99747,0.004097,0.059897,0.782868,0.040226,0.062285,0.762474,0.042009,19
0.006077,0.997721,0.003784,0.059836,0.78331,0.040113,0.062223,0.762948,0.041895,20
0.00618,0.997644,0.004169,0.059705,0.784258,0.039888,0.062103,0.76386,0.041694,21
0.005844,0.997893,0.003857,0.059633,0.784779,0.039753,0.062031,0.764406,0.041557,22
0.005596,0.998068,0.003614,0.059569,0.785239,0.039634,0.061967,0.764892,0.041433,23
0.005393,0.998206,0.003407,0.059514,0.785636,0.039529,0.061908,0.765344,0.041326,24
0.005221,0.998318,0.003229,0.059464,0.786001,0.039434,0.061857,0.765731,0.041237,25
0.005071,0.998413,0.003071,0.05942,0.786314,0.03935,0.061809,0.766093,0.041156,26
0.00494,0.998494,0.00293,0.059378,0.786615,0.039271,0.061763,0.766442,0.041082,27
0.004822,0.998565,0.002803,0.059344,0.786863,0.039203,0.061723,0.76674,0.04102,28
0.004716,0.998628,0.002689,0.059312,0.787092,0.039141,0.061688,0.76701,0.040963,29
0.00462,0.998683,0.002584,0.059287,0.787273,0.039092,0.06166,0.767221,0.040919,30
