rmse_train,r2_train,mae_train,rmse_test,r2_test,mae_test,rmse_dev,r2_dev,mae_dev,Epoch
2.730732,-460.6064,0.226909,0.281763,-3.766322,0.212483,0.269492,-3.399895,0.209286,1
0.150442,-0.401038,0.104188,0.097641,0.427626,0.070739,0.121744,0.102066,0.071628,2
0.110331,0.246463,0.078965,0.125163,0.05948,0.101144,0.138335,-0.159352,0.102449,3
0.086254,0.539457,0.065651,0.094194,0.46733,0.07304,0.095685,0.445326,0.073118,4
0.074758,0.654039,0.058202,0.094717,0.461394,0.074343,0.094876,0.454668,0.074273,5
0.067679,0.716455,0.053158,0.09625,0.443823,0.07629,0.096293,0.438252,0.076346,6
0.062682,0.756781,0.049179,0.095704,0.45011,0.076,0.095444,0.448119,0.076099,7
0.058367,0.78911,0.045704,0.090867,0.504288,0.071477,0.090356,0.505384,0.071538,8
0.054649,0.815124,0.042747,0.086504,0.550754,0.0675,0.085504,0.557081,0.06706,9
0.05161,0.835112,0.040339,0.08017,0.614128,0.061946,0.078761,0.624182,0.060677,10
0.049755,0.846754,0.039112,0.073635,0.674479,0.056319,0.072983,0.677299,0.055243,11
0.043211,0.884417,0.033872,0.074538,0.666446,0.056977,0.073999,0.66826,0.055823,12
0.039027,0.905713,0.030529,0.075683,0.656118,0.057832,0.07512,0.658131,0.056727,13
0.03566,0.921281,0.027836,0.075696,0.655994,0.057671,0.075334,0.656174,0.0568,14
0.032804,0.933386,0.025553,0.076775,0.646119,0.058525,0.076594,0.64458,0.057796,15
0.030288,0.943212,0.023553,0.076472,0.64891,0.05812,0.076386,0.646507,0.057475,16
0.028101,0.951118,0.02183,0.075864,0.65447,0.057351,0.075905,0.650945,0.056925,17
0.026187,0.957549,0.020298,0.076108,0.652245,0.05743,0.076166,0.648543,0.057074,18
0.024552,0.962685,0.019034,0.075143,0.661002,0.056338,0.075345,0.656076,0.056157,19
0.023118,0.966917,0.017897,0.074191,0.669541,0.055292,0.07429,0.66564,0.055141,20
0.024246,0.963609,0.019079,0.072744,0.682303,0.053855,0.072689,0.6799,0.053493,21
0.022092,0.969787,0.01732,0.073176,0.678517,0.054166,0.073138,0.675928,0.053813,22
0.020676,0.973537,0.016148,0.073564,0.675104,0.054467,0.07354,0.672355,0.054099,23
0.019557,0.976324,0.01523,0.073833,0.672723,0.054677,0.0738,0.670034,0.054294,24
0.018581,0.978628,0.014425,0.074227,0.669221,0.055025,0.074208,0.66638,0.054627,25
0.017724,0.980554,0.013717,0.074503,0.666757,0.055256,0.074459,0.66412,0.054825,26
0.01695,0.982214,0.013087,0.074819,0.663923,0.055559,0.074789,0.661136,0.055113,27
0.016254,0.983645,0.012508,0.075197,0.660517,0.055893,0.075144,0.657907,0.055455,28
0.015607,0.984921,0.011979,0.075316,0.659448,0.055992,0.075285,0.656623,0.055552,29
0.015024,0.986028,0.011501,0.075512,0.657669,0.056153,0.075463,0.655004,0.055702,30
