EC_number,Type,Value,Substrate,enzymeType,Organism
1.1.1.1,km,6.9,benzyl alcohol,wildtype,Geobacillus stearothermophilus
1.1.1.1,km,7.72,benzyl alcohol,wildtype,Methylorubrum extorquens
1.1.1.1,km,14.0,benzyl alcohol,wildtype,Yokenella sp.
1.1.1.1,km,19.96,benzyl alcohol,wildtype,Fragaria x ananassa
1.1.1.1,km,24.0,benzyl alcohol,wildtype,Saccharomyces pastorianus
1.1.1.1,km,29.4,benzyl alcohol,wildtype,Moraxella sp.
1.1.1.1,km,34.0,benzyl alcohol,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,49.0,benzyl alcohol,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,1.24,propionaldehyde,wildtype,Equus caballus
1.1.1.1,km,35.0,methylglyoxal,wildtype,Petroselinum crispum
1.1.1.1,km,0.59,propanal,wildtype,Corynebacterium glutamicum R
1.1.1.1,km,41.4,propanal,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,6.6,acetone,wildtype,Saccharolobus solfataricus
1.1.1.1,km,135.0,acetone,wildtype,Equus caballus
1.1.1.1,km,0.06,Butyraldehyde,wildtype,Equus caballus
1.1.1.1,km,0.07,Butyraldehyde,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.108,Butyraldehyde,wildtype,Geobacillus stearothermophilus
1.1.1.1,km,0.48,Butanal,wildtype,Mycobacterium sp.
1.1.1.1,km,3.0,Butanal,wildtype,Rattus norvegicus
1.1.1.1,km,4.24,Butanal,wildtype,Corynebacterium glutamicum R
1.1.1.1,km,71.98,Butanal,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,0.08,1-butanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.17,1-butanol,wildtype,Rattus norvegicus
1.1.1.1,km,0.596,1-butanol,wildtype,Aeropyrum pernix
1.1.1.1,km,2.45,1-butanol,wildtype,Geobacillus stearothermophilus
1.1.1.1,km,17.0,1-butanol,wildtype,Rattus norvegicus
1.1.1.1,km,19.93,1-butanol,wildtype,Fragaria x ananassa
1.1.1.1,km,25.78,1-butanol,wildtype,Methylorubrum extorquens
1.1.1.1,km,230.0,1-butanol,wildtype,Rattus norvegicus
1.1.1.1,km,16.11,glycolaldehyde,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,88.32,glycolaldehyde,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,0.012,butanol,wildtype,Saimiri sciureus
1.1.1.1,km,0.02,butanol,wildtype,Saimiri sciureus
1.1.1.1,km,0.06,butanol,wildtype,Saimiri sciureus
1.1.1.1,km,0.09,butanol,wildtype,Saimiri sciureus
1.1.1.1,km,0.091,butanol,wildtype,Equus caballus
1.1.1.1,km,0.24,butanol,wildtype,Homo sapiens
1.1.1.1,km,0.35,butanol,wildtype,Alligator mississippiensis
1.1.1.1,km,0.79,butanol,wildtype,Homo sapiens
1.1.1.1,km,53.9,butanol,wildtype,Equus caballus
1.1.1.1,km,350.0,D-sorbitol,wildtype,Sphingomonas sp. A1
1.1.1.1,km,0.03,n-butanol,wildtype,Mesocricetus auratus
1.1.1.1,km,0.07,n-butanol,wildtype,Mesocricetus auratus
1.1.1.1,km,0.611,n-butanol,wildtype,Geobacillus stearothermophilus
1.1.1.1,km,2.6,n-butanol,wildtype,Mesocricetus auratus
1.1.1.1,km,35.1,n-butanol,wildtype,Corynebacterium glutamicum R
1.1.1.1,km,0.24,1-propanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.33,1-propanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.33,1-propanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.6,1-propanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,1.03,1-propanol,wildtype,Aeropyrum pernix
1.1.1.1,km,2.4,1-propanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,3.09,1-propanol,wildtype,Methylorubrum extorquens
1.1.1.1,km,3.54,1-propanol,wildtype,Fragaria x ananassa
1.1.1.1,km,39.8,1-propanol,wildtype,Geobacillus stearothermophilus
1.1.1.1,km,0.6,2-propanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.6,2-propanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,1.1,2-propanol,wildtype,Scaptodrosophila lebanonensis
1.1.1.1,km,2.44,2-propanol,wildtype,Aeropyrum pernix
1.1.1.1,km,3.42,2-propanol,wildtype,Methylorubrum extorquens
1.1.1.1,km,11.46,2-propanol,wildtype,Fragaria x ananassa
1.1.1.1,km,19.6,2-propanol,wildtype,Corynebacterium glutamicum R
1.1.1.1,km,53.0,2-propanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,57.5,2-propanol,wildtype,Leifsonia sp.
1.1.1.1,km,57.8,2-propanol,wildtype,Geobacillus stearothermophilus
1.1.1.1,km,268.0,2-propanol,wildtype,Equus caballus
1.1.1.1,km,560.0,2-propanol,wildtype,Homo sapiens
1.1.1.1,km,12.0,D-gluconate,wildtype,Sphingomonas sp. A1
1.1.1.1,km,0.19,phenylacetaldehyde,wildtype,Rhodococcus ruber
1.1.1.1,km,0.26,phenylacetaldehyde,wildtype,Brevibacterium sp.
1.1.1.1,km,0.33,phenylacetaldehyde,wildtype,Rhodococcus ruber
1.1.1.1,km,0.91,phenylacetaldehyde,wildtype,Rhodococcus ruber
1.1.1.1,km,0.011,all-trans-retinal,wildtype,Homo sapiens
1.1.1.1,km,0.012,all-trans-retinal,wildtype,Homo sapiens
1.1.1.1,km,0.034,all-trans-retinal,wildtype,Homo sapiens
1.1.1.1,km,0.26,all-trans-retinal,wildtype,Equus caballus
1.1.1.1,km,0.34,all-trans-retinal,wildtype,Equus caballus
1.1.1.1,km,0.71,isatin,wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,0.71,isatin,wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,0.043,octanal,wildtype,Coturnix coturnix
1.1.1.1,km,0.3,octanal,wildtype,Rattus norvegicus
1.1.1.1,km,2.4,octanal,wildtype,Homo sapiens
1.1.1.1,km,3.5,octanal,wildtype,Rattus norvegicus
1.1.1.1,km,9.6,octanal,wildtype,Homo sapiens
1.1.1.1,km,0.009,all-trans-retinol,wildtype,Homo sapiens
1.1.1.1,km,0.02,all-trans-retinol,wildtype,Mesocricetus auratus
1.1.1.1,km,0.023,all-trans-retinol,wildtype,Homo sapiens
1.1.1.1,km,0.03,all-trans-retinol,wildtype,Mesocricetus auratus
1.1.1.1,km,0.03,all-trans-retinol,wildtype,Homo sapiens
1.1.1.1,km,0.03,all-trans-retinol,wildtype,Homo sapiens
1.1.1.1,km,0.033,all-trans-retinol,wildtype,Homo sapiens
1.1.1.1,km,0.033,all-trans-retinol,wildtype,Homo sapiens
1.1.1.1,km,0.05,all-trans-retinol,wildtype,Mesocricetus auratus
1.1.1.1,km,0.059,all-trans-retinol,wildtype,Equus caballus
1.1.1.1,km,1.65,"1,2-propanediol",wildtype,Methylorubrum extorquens
1.1.1.1,km,11.5,"1,2-propanediol",wildtype,Oenococcus oeni
1.1.1.1,km,15.84,"1,2-propanediol",wildtype,Fragaria x ananassa
1.1.1.1,km,0.008,Cyclohexanol,wildtype,Homo sapiens
1.1.1.1,km,0.03,Cyclohexanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.03,Cyclohexanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.04,Cyclohexanol,wildtype,Mesocricetus auratus
1.1.1.1,km,0.045,Cyclohexanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.045,Cyclohexanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.23,Cyclohexanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.39,Cyclohexanol,wildtype,Alligator mississippiensis
1.1.1.1,km,0.703,Cyclohexanol,wildtype,Aeropyrum pernix
1.1.1.1,km,0.72,Cyclohexanol,wildtype,Scaptodrosophila lebanonensis
1.1.1.1,km,0.76,Cyclohexanol,wildtype,Mesocricetus auratus
1.1.1.1,km,2.09,Cyclohexanol,wildtype,Thermus sp.
1.1.1.1,km,2.2,Cyclohexanol,wildtype,Rattus norvegicus
1.1.1.1,km,5.2,Cyclohexanol,wildtype,Coturnix coturnix
1.1.1.1,km,23.0,Cyclohexanol,wildtype,Homo sapiens
1.1.1.1,km,210.0,Cyclohexanol,wildtype,Homo sapiens
1.1.1.1,km,220.0,Cyclohexanol,wildtype,Rattus norvegicus
1.1.1.1,km,320.0,Cyclohexanol,wildtype,Mesocricetus auratus
1.1.1.1,km,1900.0,Cyclohexanol,wildtype,Rattus norvegicus
1.1.1.1,km,0.11,cinnamyl alcohol,wildtype,Geobacillus stearothermophilus
1.1.1.1,km,4.58,cinnamyl alcohol,wildtype,Equus caballus
1.1.1.1,km,0.19,n-Propanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,7.49,n-Propanol,wildtype,Corynebacterium glutamicum R
1.1.1.1,km,9.0,Isopropanol,wildtype,Equus caballus
1.1.1.1,km,20.3,Isopropanol,wildtype,Euglena gracilis
1.1.1.1,km,0.91,Propanol,wildtype,Homo sapiens
1.1.1.1,km,1.39,Propanol,wildtype,Homo sapiens
1.1.1.1,km,2.9,Propanol,wildtype,Equus caballus
1.1.1.1,km,13.6,Propanol,wildtype,Equus caballus
1.1.1.1,km,0.2,acetophenone,wildtype,Rhodococcus ruber
1.1.1.1,km,0.4,acetophenone,wildtype,Rhodococcus ruber
1.1.1.1,km,0.66,acetophenone,wildtype,Rhodococcus ruber
1.1.1.1,km,0.024,4-methoxybenzaldehyde,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.14,4-methoxybenzaldehyde,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.14,4-methoxybenzaldehyde,wildtype,Saccharolobus solfataricus
1.1.1.1,km,4.4,4-methoxybenzaldehyde,wildtype,Thermus thermophilus
1.1.1.1,km,0.03,cinnamaldehyde,wildtype,Geobacillus stearothermophilus
1.1.1.1,km,1.05,2-butanol,wildtype,Aeropyrum pernix
1.1.1.1,km,11.9,2-butanol,wildtype,Corynebacterium glutamicum R
1.1.1.1,km,23.82,2-butanol,wildtype,Geobacillus stearothermophilus
1.1.1.1,km,0.67,Glutaraldehyde,wildtype,Pyrobaculum calidifontis
1.1.1.1,km,0.027,1-Pentanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.08,1-Pentanol,wildtype,Rattus norvegicus
1.1.1.1,km,0.396,1-Pentanol,wildtype,Aeropyrum pernix
1.1.1.1,km,3.1,1-Pentanol,wildtype,Rattus norvegicus
1.1.1.1,km,27.0,1-Pentanol,wildtype,Homo sapiens
1.1.1.1,km,78.0,1-Pentanol,wildtype,Rattus norvegicus
1.1.1.1,km,0.07,4-methoxybenzyl alcohol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.12,4-methoxybenzyl alcohol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.23,4-methoxybenzyl alcohol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,1.13,4-methoxybenzyl alcohol,wildtype,Aeropyrum pernix
1.1.1.1,km,1.3,4-methoxybenzyl alcohol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,1.4,4-methoxybenzyl alcohol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,61.0,4-methoxybenzyl alcohol,wildtype,Thermus thermophilus
1.1.1.1,km,61.0,4-methoxybenzyl alcohol,wildtype,Thermus thermophilus
1.1.1.1,km,15.0,2-butanone,wildtype,Equus caballus
1.1.1.1,km,13.0,2-dehydro-3-deoxy-D-gluconate,wildtype,Sphingomonas sp. A1
1.1.1.1,km,0.035,1-Hexanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.147,1-Hexanol,wildtype,Aeropyrum pernix
1.1.1.1,km,0.025,1-Octanol,wildtype,Rattus norvegicus
1.1.1.1,km,0.1,1-Octanol,wildtype,Rattus norvegicus
1.1.1.1,km,0.39,1-Octanol,wildtype,Homo sapiens
1.1.1.1,km,0.5,1-Octanol,wildtype,Rattus norvegicus
1.1.1.1,km,0.51,1-Octanol,wildtype,Rattus norvegicus
1.1.1.1,km,0.55,1-Octanol,wildtype,Homo sapiens
1.1.1.1,km,0.0014,Octanol,wildtype,Alligator mississippiensis
1.1.1.1,km,0.007,Octanol,wildtype,Homo sapiens
1.1.1.1,km,0.009,Octanol,wildtype,Homo sapiens
1.1.1.1,km,0.016,Octanol,wildtype,Homo sapiens
1.1.1.1,km,0.08,Octanol,wildtype,Homo sapiens
1.1.1.1,km,0.6,Octanol,wildtype,Scyliorhinus canicula
1.1.1.1,km,0.8,Octanol,wildtype,Homo sapiens
1.1.1.1,km,1.2,Octanol,wildtype,Homo sapiens
1.1.1.1,km,1.6,Octanol,wildtype,Rattus norvegicus
1.1.1.1,km,6.5,acetoin,wildtype,Pyrococcus furiosus
1.1.1.1,km,30.2,acetoin,wildtype,Thermococcus kodakarensis
1.1.1.1,km,1.39,cyclohexanone,wildtype,Aeropyrum pernix
1.1.1.1,km,3.68,cyclohexanone,wildtype,Thermus sp.
1.1.1.1,km,14.0,cyclohexanone,wildtype,Equus caballus
1.1.1.1,km,14.1,cyclohexanone,wildtype,Equus caballus
1.1.1.1,km,0.011,retinol,wildtype,Homo sapiens
1.1.1.1,km,0.012,retinol,wildtype,Homo sapiens
1.1.1.1,km,50.0,ethylene glycol,wildtype,Homo sapiens
1.1.1.1,km,200.0,ethylene glycol,wildtype,Pseudomonas aeruginosa
1.1.1.1,km,290.0,ethylene glycol,wildtype,Homo sapiens
1.1.1.1,km,0.0007,Hexanol,wildtype,Alligator mississippiensis
1.1.1.1,km,0.006,Hexanol,wildtype,Mus musculus
1.1.1.1,km,0.03,Hexanol,wildtype,Equus caballus
1.1.1.1,km,0.085,Hexanol,wildtype,Mus musculus
1.1.1.1,km,0.13,Hexanol,wildtype,Homo sapiens
1.1.1.1,km,0.63,Hexanol,wildtype,Mus musculus
1.1.1.1,km,1.9,Hexanol,wildtype,Mus musculus
1.1.1.1,km,13.8,Hexanol,wildtype,Equus caballus
1.1.1.1,km,17.0,Hexanol,wildtype,Homo sapiens
1.1.1.1,km,0.17,Valeraldehyde,wildtype,Rhodococcus ruber
1.1.1.1,km,0.28,Valeraldehyde,wildtype,Rhodococcus ruber
1.1.1.1,km,2.0,Valeraldehyde,wildtype,Rhodococcus ruber
1.1.1.1,km,0.012,Pentanol,wildtype,Saimiri sciureus
1.1.1.1,km,0.018,Pentanol,wildtype,Saimiri sciureus
1.1.1.1,km,0.044,Pentanol,wildtype,Homo sapiens
1.1.1.1,km,0.09,Pentanol,wildtype,Homo sapiens
1.1.1.1,km,0.28,Pentanol,wildtype,Homo sapiens
1.1.1.1,km,56.2,Pentanol,wildtype,Equus caballus
1.1.1.1,km,0.26,Isobutyraldehyde,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.43,benzil,wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,0.034,Vanillyl alcohol,wildtype,Homo sapiens
1.1.1.1,km,11.0,Vanillyl alcohol,wildtype,Homo sapiens
1.1.1.1,km,220.0,D-arabitol,wildtype,Sphingomonas sp. A1
1.1.1.1,km,4.4,3-Methoxybenzaldehyde,wildtype,Thermus thermophilus
1.1.1.1,km,0.5,propan-2-ol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.93,propan-2-ol,wildtype,Drosophila simulans
1.1.1.1,km,1.3,propan-2-ol,wildtype,Aspergillus nidulans
1.1.1.1,km,1.87,propan-2-ol,wildtype,Drosophila melanogaster
1.1.1.1,km,1.99,propan-2-ol,wildtype,Drosophila virilis
1.1.1.1,km,3.33,propan-2-ol,wildtype,Drosophila simulans
1.1.1.1,km,3.42,propan-2-ol,wildtype,Drosophila melanogaster
1.1.1.1,km,4.16,propan-2-ol,wildtype,Drosophila virilis
1.1.1.1,km,64.0,propan-2-ol,wildtype,Sporotrichum pulverulentum
1.1.1.1,km,5.15,2-Pentanone,wildtype,Aeropyrum pernix
1.1.1.1,km,14.2,2-Pentanone,wildtype,Equus caballus
1.1.1.1,km,0.02,n-Hexanol,wildtype,Mesocricetus auratus
1.1.1.1,km,0.04,n-Hexanol,wildtype,Mesocricetus auratus
1.1.1.1,km,0.26,n-Hexanol,wildtype,Mesocricetus auratus
1.1.1.1,km,0.012,(S)-2-butanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,1.35,(S)-2-butanol,wildtype,Equus caballus
1.1.1.1,km,120.0,(S)-2-butanol,wildtype,Homo sapiens
1.1.1.1,km,0.44,"2,3-Butanediol",wildtype,Pyrococcus furiosus
1.1.1.1,km,1.3,"2,3-Butanediol",wildtype,Pyrococcus furiosus
1.1.1.1,km,12.0,"2,3-Butanediol",wildtype,Pyrococcus furiosus
1.1.1.1,km,29.0,"2,3-Butanediol",wildtype,Pyrococcus furiosus
1.1.1.1,km,61.3,"2,3-Butanediol",wildtype,Thermococcus kodakarensis
1.1.1.1,km,0.018,11-cis-retinol,wildtype,Homo sapiens
1.1.1.1,km,0.035,11-cis-retinol,wildtype,Homo sapiens
1.1.1.1,km,0.28,11-cis-retinol,wildtype,Equus caballus
1.1.1.1,km,0.009,trans-cinnamaldehyde,wildtype,Saccharolobus solfataricus
1.1.1.1,km,568.84,tert-butanol,wildtype,Geobacillus stearothermophilus
1.1.1.1,km,0.41,(R)-2-butanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,7.5,(R)-2-butanol,wildtype,Equus caballus
1.1.1.1,km,0.752,2-Pentanol,wildtype,Aeropyrum pernix
1.1.1.1,km,0.0036,5alpha-androstan-17beta-ol-3-one,wildtype,Homo sapiens
1.1.1.1,km,0.021,5alpha-androstan-17beta-ol-3-one,wildtype,Rattus norvegicus
1.1.1.1,km,0.025,5alpha-androstan-17beta-ol-3-one,wildtype,Rattus norvegicus
1.1.1.1,km,0.027,5alpha-androstan-17beta-ol-3-one,wildtype,Rattus norvegicus
1.1.1.1,km,0.04,5alpha-androstan-17beta-ol-3-one,wildtype,Rattus norvegicus
1.1.1.1,km,0.0025,Anisaldehyde,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.09,Anisaldehyde,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.24,beta-NAD+,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,0.243,beta-NAD+,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,0.35,beta-NAD+,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,0.71,beta-NAD+,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,1.23,beta-NAD+,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,2.29,beta-NAD+,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,1.3,Cyclopentanone,wildtype,Saccharolobus solfataricus
1.1.1.1,km,10.3,n-Pentanal,wildtype,Corynebacterium glutamicum R
1.1.1.1,km,0.038,1-Heptanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.055,butan-1-ol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,1.9,butan-1-ol,wildtype,Scaptodrosophila lebanonensis
1.1.1.1,km,2.0,butan-1-ol,wildtype,Coturnix coturnix
1.1.1.1,km,3.01,butan-1-ol,wildtype,Drosophila simulans
1.1.1.1,km,3.31,butan-1-ol,wildtype,Drosophila melanogaster
1.1.1.1,km,5.65,butan-1-ol,wildtype,Mycobacterium sp.
1.1.1.1,km,5.3,ethyl pyruvate,wildtype,Carboxydothermus hydrogenoformans
1.1.1.1,km,0.0036,"5beta-pregnan-3,20-dione",wildtype,Homo sapiens
1.1.1.1,km,310.0,2-deoxy-D-ribose,wildtype,Homo sapiens
1.1.1.1,km,0.16,9-cis-retinal,wildtype,Equus caballus
1.1.1.1,km,0.242,9-cis-retinal,wildtype,Equus caballus
1.1.1.1,km,23.64,"1,3-Propanediol",wildtype,Geobacillus stearothermophilus
1.1.1.1,km,26.7,"1,3-Propanediol",wildtype,Oenococcus oeni
1.1.1.1,km,0.28,4-carboxybenzaldehyde,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.28,4-carboxybenzaldehyde,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.013,12-hydroxydodecanoate,wildtype,Rattus norvegicus
1.1.1.1,km,0.02,12-hydroxydodecanoate,wildtype,Mesocricetus auratus
1.1.1.1,km,0.04,12-hydroxydodecanoate,wildtype,Coturnix coturnix
1.1.1.1,km,0.047,12-hydroxydodecanoate,wildtype,Homo sapiens
1.1.1.1,km,0.048,12-hydroxydodecanoate,wildtype,Homo sapiens
1.1.1.1,km,0.05,12-hydroxydodecanoate,wildtype,Mesocricetus auratus
1.1.1.1,km,0.06,12-hydroxydodecanoate,wildtype,Mesocricetus auratus
1.1.1.1,km,0.1,12-hydroxydodecanoate,wildtype,Homo sapiens
1.1.1.1,km,0.1,12-hydroxydodecanoate,wildtype,Rattus norvegicus
1.1.1.1,km,0.23,12-hydroxydodecanoate,wildtype,Homo sapiens
1.1.1.1,km,1.4,12-hydroxydodecanoate,wildtype,Rattus norvegicus
1.1.1.1,km,2.3,12-hydroxydodecanoate,wildtype,Mesocricetus auratus
1.1.1.1,km,5.1,1-Indanol,wildtype,Thermus thermophilus
1.1.1.1,km,8.7,1-Indanol,wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,0.056,12-Hydroxydodecanoic acid,wildtype,Homo sapiens
1.1.1.1,km,14.0,butan-2-one,wildtype,Saccharolobus solfataricus
1.1.1.1,km,27.6,1-Indanone,wildtype,Thermus thermophilus
1.1.1.1,km,27.6,1-Indanone,wildtype,Thermus thermophilus
1.1.1.1,km,0.025,1-phenylethanol,wildtype,Brevibacterium sp.
1.1.1.1,km,244.0,1-phenylethanol,wildtype,Thermococcus kodakarensis
1.1.1.1,km,0.27,3-Pentanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,1.6,3-Pentanol,wildtype,Equus caballus
1.1.1.1,km,0.39,allyl alcohol,wildtype,Equus caballus
1.1.1.1,km,5.0,"1-phenyl-1,2-propanedione",wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,5.9,"1-phenyl-1,2-propanedione",wildtype,Thermus thermophilus
1.1.1.1,km,12.1,"1-phenyl-1,2-propanedione",wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,0.011,9-cis-retinol,wildtype,Homo sapiens
1.1.1.1,km,0.023,9-cis-retinol,wildtype,Homo sapiens
1.1.1.1,km,0.3,9-cis-retinol,wildtype,Equus caballus
1.1.1.1,km,0.11,13-cis-retinal,wildtype,Equus caballus
1.1.1.1,km,0.137,13-cis-retinal,wildtype,Equus caballus
1.1.1.1,km,1.16,2-Heptanone,wildtype,Aeropyrum pernix
1.1.1.1,km,0.2,11-cis-retinal,wildtype,Equus caballus
1.1.1.1,km,5.01,2-Hexanone,wildtype,Aeropyrum pernix
1.1.1.1,km,66.0,3-methylcyclohexanone,wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,14.0,D-mannonate,wildtype,Sphingomonas sp. A1
1.1.1.1,km,2.9,p-Methoxybenzaldehyde,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,3.4,p-Methoxybenzaldehyde,wildtype,Saccharomyces pastorianus
1.1.1.1,km,5.9,p-Methoxybenzaldehyde,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,0.019,propan-1-ol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.28,propan-1-ol,wildtype,Megalodesulfovibrio gigas
1.1.1.1,km,1.9,propan-1-ol,wildtype,Scaptodrosophila lebanonensis
1.1.1.1,km,6.3,"2,2,2-trifluoroacetophenone",wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,11.2,"2,2,2-trifluoroacetophenone",wildtype,Thermus thermophilus
1.1.1.1,km,11.2,"2,2,2-trifluoroacetophenone",wildtype,Thermus thermophilus
1.1.1.1,km,23.5,"2,2,2-trifluoroacetophenone",wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,0.0145,benzylalcohol,wildtype,Sulfolobus sp.
1.1.1.1,km,0.44,benzylalcohol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.8,benzylalcohol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,1.4,m-nitrobenzaldehyde,wildtype,Rattus norvegicus
1.1.1.1,km,18.1,(S)-1-phenylethanol,wildtype,Thermus thermophilus
1.1.1.1,km,0.35,butan-2-ol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.41,butan-2-ol,wildtype,Drosophila simulans
1.1.1.1,km,0.86,butan-2-ol,wildtype,Drosophila melanogaster
1.1.1.1,km,1.6,butan-2-ol,wildtype,Drosophila virilis
1.1.1.1,km,93.3,butan-2-ol,wildtype,Equus caballus
1.1.1.1,km,0.36,"1,4-Butanediol",wildtype,Pyrobaculum calidifontis
1.1.1.1,km,4.2,(S)-1-indanol,wildtype,Thermus thermophilus
1.1.1.1,km,6.4,(S)-1-indanol,wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,6.4,(S)-1-indanol,wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,75.0,3-Pentanone,wildtype,Equus caballus
1.1.1.1,km,0.027,5beta-Pregnan-3beta-ol-20-one,wildtype,Homo sapiens
1.1.1.1,km,0.07,(S)-2-pentanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.73,(S)-2-pentanol,wildtype,Equus caballus
1.1.1.1,km,1.2,3-Methoxybenzyl alcohol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,3.3,3-Methoxybenzyl alcohol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,0.032,3-Phenyl-1-propanol,wildtype,Homo sapiens
1.1.1.1,km,0.011,5beta-androstan-17beta-ol-3-one,wildtype,Equus caballus
1.1.1.1,km,0.046,5beta-androstan-17beta-ol-3-one,wildtype,Homo sapiens
1.1.1.1,km,0.003,5beta-androstan-3beta-ol-17-one,wildtype,Equus caballus
1.1.1.1,km,0.058,5beta-androstan-3beta-ol-17-one,wildtype,Homo sapiens
1.1.1.1,km,0.257,13-cis-retinol,wildtype,Equus caballus
1.1.1.1,km,2.01,propanone,wildtype,Corynebacterium glutamicum R
1.1.1.1,km,1.0,ethyl benzoylformate,wildtype,Thermus thermophilus
1.1.1.1,km,4.2,ethyl benzoylformate,wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,5.3,ethyl benzoylformate,wildtype,Sulfolobus acidocaldarius
1.1.1.1,km,0.35,2-Buten-1-ol,wildtype,Rattus norvegicus
1.1.1.1,km,2.5,2-Buten-1-ol,wildtype,Rattus norvegicus
1.1.1.1,km,60.0,2-Buten-1-ol,wildtype,Rattus norvegicus
1.1.1.1,km,0.286,2-Octanone,wildtype,Aeropyrum pernix
1.1.1.1,km,24.0,D-xylonate,wildtype,Sphingomonas sp. A1
1.1.1.1,km,0.22,(R)-2-pentanol,wildtype,Saccharolobus solfataricus
1.1.1.1,km,31.7,(R)-2-pentanol,wildtype,Equus caballus
1.1.1.1,km,18.8,furfural,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,42.74,furfural,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,97.37,furfural,wildtype,Saccharomyces cerevisiae
1.1.1.1,km,0.012,hexaldehyde,wildtype,Equus caballus
1.1.1.1,km,0.2,pentan-1-ol,wildtype,Coturnix coturnix
1.1.1.1,km,4.1,pentan-1-ol,wildtype,Scaptodrosophila lebanonensis
1.1.1.1,km,0.14,4-chloroacetophenone,wildtype,Rhodococcus ruber
1.1.1.1,km,0.53,4-chloroacetophenone,wildtype,Rhodococcus ruber
1.1.1.1,km,1.11,4-chloroacetophenone,wildtype,Rhodococcus ruber
1.1.1.1,km,197.0,Isopentanol,wildtype,Euglena gracilis
1.1.1.1,km,0.0005,1-formylpyrene,wildtype,Homo sapiens
